10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,,,,,,,,,,,,,,,
10001,10004,10001,10009,10009,10009,10001,10009,10009,10009,10001,10009,10009,10009,10009,10009,10009,10009,10001,30003,10001,,,,,,,,,,,,,,,
10001,10009,10001,10009,10001,10009,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001,10009,10001,10009,10001,,,,,"备注：
①新手关时，不使用主人公的立绘在地图中移动而是使用老奶奶

②新手关时，玩家操控的老奶奶角色所有性能与玩家的主人公相同

③新手关时，最低灯光值锁定20，初始灯光值为60，灯光值上限100

④30003是一个复合事件：在地图上会像是灯塔一样发光（灯塔的美术素材）+像灯塔一样交互后拉满灯光值+跳出avg对话+在原本30002的位置生成事件30004（详见迷宫内容配置表）",,,,,,,,,,
10001,30001,10001,10009,10001,10009,10009,10009,10001,10009,10001,10009,10009,10009,10001,10009,10001,10009,10001,10009,10001,,,,,,,,,,,,,,,
10001,10009,10001,10009,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001,,,,,,,,,,,,,,,
10001,10009,10009,10009,10001,10009,10009,10009,10001,10009,10001,10009,10009,10009,10001,10009,10009,10009,10001,10009,10001,,,,,,,,,,,,,,,
10001,10001,10001,10001,10001,10009,10001,10001,10001,10009,10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10001,,,,,,,,,,,,,,,
10001,10009,10009,10009,10001,10009,10009,10009,50001,10009,10001,10009,10009,10009,10001,10009,10001,10009,10009,10009,10001,,,,,,,,,,,,,,,
10001,10009,10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10009,10009,10001,10009,10001,10001,10001,10001,10001,,,,,,,,,,,,,,,
10001,10009,10001,10009,10009,10009,10009,10009,10009,30002,10010,10009,10009,10009,10009,10009,10009,10009,10009,10009,10001,,,,,,,,,,,,,,,
10001,10001,10001,10001,10001,10001,10001,10001,10001,10012,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,,,,,,,,,,,,,,,
10001,10009,10009,10009,10009,10009,10009,10009,10009,10009,10001,,,,,,,,,,,,,,,,,,,,,,,,,
10001,10009,10001,10001,10001,10001,10001,10001,10001,10009,10001,,,,,,,,,,,,,,,,,,,,,,,,,
10001,10009,10009,10009,10009,10009,10001,10009,10009,10009,10001,,,,,,,,,,,,,,,,,,,,,,,,,
10001,10001,10001,10001,10001,10001,10001,10009,10001,10009,10001,,,,,,,,,,,,,,,,,,,,,,,,,
10001,10009,10009,10009,10009,10009,10009,10009,10001,10009,10001,,,,,,,,,,,,,,,,,,,,,,,,,
10001,10009,10001,10001,10001,10001,10001,10001,10001,10009,10001,,,,,,,,,,,,,,,,,,,,,,,,,
10001,10009,10001,10009,10001,10009,10009,10009,10001,10009,10001,,,,,,,,,,,,,,,,,,,,,,,,,
10001,10009,10001,10009,10001,50001,10001,10009,10001,10009,10001,,,,,,,,,,,,,,,,,,,,,,,,,
10001,30005,10001,10009,10009,10009,10001,10009,10009,10009,10001,,,,,,,,,,,,,,,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001
10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,,,,,,,,,,,,,,,10001,10004,10001,10009,10009,10009,10009,10009,10009,10009,10001
,,,,,,,,,,,,,,,,,,,,,,,,,10001,10009,10001,10009,10001,10001,10001,10001,10001,10009,10001
,,,,,,,,,,,,,,,,,,,,,,,,,10001,10009,10009,10009,10001,10009,10009,10009,10001,10009,10001
,,,,,,,,,,,,,,,,,,,,,,,,,10001,10009,10001,10001,10001,10009,10001,10009,10001,10009,10001
,,,,,,,,,,,,,,,,,,,,,,,,,10001,10009,10009,10009,10009,10009,10001,10009,10001,10009,10001
,,,,,,,,,,,,,,,,,,,,,,,,,10001,10001,10001,10001,10001,10009,10001,10001,10001,10009,10001
,,,,,,,,,,,,,,,,,,,,,,,,,10001,10009,10009,10009,10001,10009,10001,10009,10009,10009,10001
,,,,,,,,,,,,,,,,,,,,,,,,,10001,10009,10001,10009,10001,10009,10001,10009,10009,10009,10001
,,,,,,,,,,,,,,,,,,,,,,,,,10001,10009,10001,10009,10009,10009,10001,10009,10009,10008,10001
,,,,,,,,,,,,,,,,,,,,,,,,,10001,10001,10001,10001,10001,10001,10001,10001,,,
