10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001
10001,10004,10001,20016,10009,10009,10001,10009,10009,10009,10009,10009,10009,10005,10009,10009,10001,10009,10009,10009,10009,10009,10009,10009,10009,10005,10009,10009,10009,10009,10001
10001,10009,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001,10001,10001,10009,10001,10001,10001,10009,10001,10001,10001,10001,10001,10009,10001,10001,10001,10009,10001
10001,20017,10009,10009,10001,10009,10009,10009,10001,10009,10009,10009,10001,20010,10001,10009,10009,10009,10001,10009,10009,10009,10009,20020,10001,10009,10001,10009,10009,20020,10001
10001,10001,10001,10009,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001,10001,10001,10009,10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10001,10001,10001
10001,10009,10001,10009,10009,10009,10001,10009,10001,10009,10001,10009,10009,10009,10009,10009,10001,10009,10001,20023,10001,10009,10009,10009,10009,10009,10001,10009,10001,20022,10001
10001,10009,10001,10001,10001,10009,10001,10009,10001,10009,10001,10009,10001,10001,10001,10001,10001,10009,10001,10001,10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10001
10001,10009,10009,10009,10009,10009,10009,20022,10001,10009,10001,10009,10001,10009,10009,10009,10009,10009,10001,10005,10009,10009,10001,20016,10009,10009,10001,10009,10001,10009,10001
10001,10009,10001,10001,10001,10001,10001,10001,10001,10009,10001,10009,10001,10009,10001,10001,10001,10001,10001,10009,10001,10001,10001,10009,10001,10009,10001,10009,10001,10009,10001
10001,10009,10009,10009,10009,10009,10001,10009,10009,10009,10001,10009,10009,10009,10009,10009,10009,10009,10009,10009,10001,10009,10009,10009,10001,10009,10001,10009,10009,10009,10001
10001,10001,10001,10001,10001,10009,10001,10009,10001,10001,10001,10001,10001,10001,10001,10001,10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10001,10001,10001,10009,10001
10001,10005,10009,10009,10009,10009,10009,20010,10009,10009,10001,10009,10009,10009,10001,10009,10009,10009,10009,10009,10009,10009,10009,10009,10001,10009,10009,10009,10001,10009,10001
10001,10009,10001,10001,10001,10001,10001,10009,10001,10009,10001,10009,10001,10009,10001,10009,10001,10001,10001,10001,10001,10001,10001,10009,10001,10009,10001,10009,10001,10009,10001
10001,10009,10001,10009,10009,10009,10001,20022,10001,10009,10009,10009,10001,10009,10009,10009,10009,10009,10001,10009,10001,10005,10009,10009,10001,10009,10001,10009,10009,10009,10001
10001,10009,10001,10009,10001,10009,10001,10001,10001,10001,10001,10001,10001,10009,10001,10001,10001,10009,10001,10009,10001,10009,10001,10001,10001,10001,10001,10001,10001,10009,10001
