演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
2103,1001,山洞背景,0,0,0,0,0,0,前方出现了一段幻影，就像是全息投影。,1002,0,0
2103,1002,0,D,2,0,1,0,D,等等，我的面包去哪里了？谁，谁偷了我的面包？！！,1003,0,0
2103,1003,0,C,1,0,0,0,C,你再好好找找，是不是在包里的什么地方。 ,1004,0,0
2103,1004,0,B,3,0,0,0,B,怎么会有人偷你面包呢？你再好好想想，我们都是朋友，谁会干这种事。,1005,0,0
2103,1005,0,0,0,0,0,0,D,怎么不可能，到了生死攸关的时候，谁知道能做出什么事情，你们....你们谁碰过我的包！？,1006,0,0
2103,1006,0,0,0,0,0,0,C,那....那个，好像A帮你背过一段时间吧。,1007,0,0
2103,1007,0,0,0,D,0,0,0,0,1008,0,0
2103,1008,0,0,0,C,0,0,0,0,1009,0,0
2103,1009,0,0,0,B,0,0,0,0,1010,0,0
2103,1010,0,A,2,0,0,0,A,我？我可没有拿你的面包，C你不要瞎说啊，我只是帮他递了一下包，哪里有帮他背包。,1011,0,0
2103,1011,0,0,0,A,0,0,0,0,1012,0,0
2103,1012,0,D,2,0,0,0,D,我也相信你，不过你能不能让我检查一下你的包？,1013,0,0
2103,1013,0,0,0,D,0,0,0,0,1014,0,0
2103,1014,0,A,2,0,1,0,A,你.......明明是你让我帮忙的......好，你要检查就检查吧。,1015,0,0
2103,1015,0,0,0,A,0,0,0,0,1016,0,0
2103,1016,0,D,2,0,0,0,D,确实没有我的面包......但是你能解释一下为什么你的面包一个都没少吗？,1017,0,0
2103,1017,0,0,0,D,0,0,0,0,1018,0,0
2103,1018,0,B,2,0,0,0,B,上次分食物的时候没人都有五个面包，现在已经过去八九个小时了，你一个面包都没吃？,1019,0,0
2103,1019,0,0,0,B,0,0,0,0,1020,0,0
2103,1020,0,A,2,0,0,0,A,这，我来之前就是吃饱饭的啊，我想省着吃所以还没吃.........,1021,0,0
2103,1021,0,0,0,A,0,0,0,众人的眼神充满了狐疑，C后退一布，其他人不自觉的距离A远了一些。,-1,0,0
