演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
1205,1001,黑中白,0,0,0,0,0,0,眼前白光一闪，恍惚之间，似乎出现了某段记忆。,1002,0,0
1205,1002,0,0,0,0,0,0,？？？,队长，没必要对新人怎么严厉吧，至少让他们之间先相互认识一下。,1003,0,0
1205,1003,0,0,0,0,0,0,？？？,没必要，而且对所有人都不好，通过第一次任务的才有资格相互认识。,1004,0,0
1205,1004,0,0,0,0,0,0,？？？,这....为什么？他们都是很好的人，怎么就没有资格了？,1005,0,0
1205,1005,0,0,0,0,0,0,？？？,就是因为他们都是好人，志同道合，有奉献精神，非常容易成为朋友。,1006,0,0
1205,1006,0,0,0,0,0,0,？？？,但是你知道吗？所有调查员第一次任务的生还率只有百分之四十，第二次才有百分之八十以上。,1007,0,0
1205,1007,0,0,0,0,0,0,？？？,如果让这些新人在第一次任务之前相互成为朋友.....,1008,0,0
1205,1008,0,0,0,0,0,0,？？？,那么在第一次任务以后，活下来的人将失去一大半的队友。,1009,0,0
1205,1009,0,0,0,0,0,0,？？？,这种惨剧已经经历的过多了，他们只要知道因该怎么配合就行了，不需要深入交流。,1010,0,0
1205,1010,0,0,0,0,0,0,0,白光消失，你感觉刚才的对话曾经似乎发生过，但是又感觉很陌生。,-1,0,0
