演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
1115,0,0,1001,安全屋背景,0,0,0,0,0,0,优格摸着一本盲人书籍，她似乎注意到了你的到来。,1002,0,0,0,0
1115,0,0,1002,0,优格,2,0,0,0,优格,你来了吗，欢迎，来这里坐。,1003,0,0,0,0
1115,0,0,1003,0,0,0,0,0,0,调查员,你可以看到我？,1004,0,0,0,0
1115,0,0,1004,0,0,0,0,0,0,优格,不，我可以感受到你的气息，很独特，很香。,1005,0,0,0,0
1115,0,0,1005,0,0,0,0,0,0,优格,你找我应该不是闲聊吧，有什么事吗？,2001,0,0,0,0
1115,1112,1,2001,0,0,0,0,0,0,0,关于格赫罗斯,1006,0,0,0,0
1115,0,0,2002,0,0,0,0,0,0,0,关于空间中的幻影,1011,0,0,0,0
1115,0,0,2003,0,0,0,0,0,0,0,关于莎布,1014,0,0,0,0
1115,0,0,2004,0,0,0,0,0,0,0,没什么事情....,1020,0,0,0,0
1115,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
1115,0,0,1006,0,0,0,0,0,0,优格,格赫罗斯，毁灭与灾厄之星，它的存在本身就是对宇宙的威胁。,1007,0,0,0,0
1115,0,0,1007,0,0,0,0,0,0,优格,祂拥有媲美强大外神的力量，巨型恒星一般的身体，在宇宙中四处流浪。,1008,0,0,0,0
1115,0,0,1008,0,0,0,0,0,0,优格,每到一个星系就会瓦解空间秩序，星系毁灭，生灵涂炭。,1009,0,0,0,0
1115,0,0,1009,0,0,0,0,0,0,优格,外神，旧日支配者，古神，没有神喜欢祂。,1010,0,0,0,0
1115,0,0,1010,0,0,0,0,0,0,优格,所以我对祂的出现很紧张。,1005,0,0,0,0
1115,0,0,1011,0,0,0,0,0,0,优格,你说的似乎不是普通的怪谈，而是什么力量记录了在空间中曾经发生的事情。,1012,0,0,0,0
1115,0,0,1012,0,0,0,0,0,0,优格,按照空间法则，一些幻影的出现可能需要先遇到某些幻影。,1013,0,0,0,0
1115,0,0,1013,0,0,0,0,0,0,优格,我觉得你可以仔细探索一下，说不定会有惊喜。,1005,0,0,0,0
1115,0,0,1014,0,优格,0,0,0,优格（惊讶）,优格,莎布吗，是一个可怜的小姑娘。,1015,0,0,0,0
1115,0,0,1015,0,0,0,0,0,0,优格,你别看她很成熟，有点凶，不爱和人交流，但是她只有十五岁。,1016,0,0,0,0
1115,0,0,1016,0,0,0,0,0,0,优格,其实她从小眼睛的瞳孔就和普通人不一样，那个时候就经常被欺凌和排挤。,1017,0,0,0,0
1115,0,0,1017,0,0,0,0,0,0,优格,她也没少和哪些欺负自己的孩子打架，在成为信徒以后更是离开人类社会了。,1018,0,0,0,0
1115,0,0,1018,0,0,0,0,0,0,优格,我把她捡回来的时候可是费了不少力，在梵蒂冈生活了三年才融入人类社会。,1019,0,0,0,0
1115,0,0,1019,0,优格,0,0,0,优格,优格,如果不是最近怪谈空间频繁出现，我不会让她进入调查局。,1005,0,0,0,0
1115,0,0,1020,0,0,0,0,0,0,优格,回见，下次我给你带一点点心。,-1,0,0,0,0
