演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2405,0,0,1001,安全屋背景,奈亚拉,2,0,0,奈亚拉（调皮）,奈亚拉,哦，达贡似了。,1002,0,0,0,0
2405,0,0,1002,0,0,0,0,0,0,奈亚拉,好似喵，好似喵。,1003,0,0,0,0
2405,0,0,1003,0,0,0,0,0,0,奈亚拉,我早就看不惯这个种族了。,2001,0,0,0,0
2405,0,0,2001,0,0,0,0,0,0,0,为什么？,1004,0,0,0,0
2405,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2405,0,0,1004,0,0,0,0,0,0,奈亚拉,因为我和深潜者打过交道，祂们愚蠢的程度超过了我的想象。,1005,0,0,0,0
2405,0,0,1005,0,0,0,0,0,0,奈亚拉,你知道吗，祂们觉得自己才是最优秀，最伟大的种族。,1006,0,0,0,0
2405,0,0,1006,0,0,0,0,0,0,奈亚拉,但实际上只不过是一个信仰大章鱼脑袋的疯子罢了。,1007,0,0,0,0
2405,0,0,1007,0,0,0,0,0,0,奈亚拉,我也见过别的种族的眷属，没有几个像是祂们一样疯的。,1008,0,0,0,0
2405,0,0,1008,0,0,0,0,0,0,奈亚拉,就祂们那种性格，不知道招惹了多少敌人。,1009,0,0,0,0
2405,0,0,1009,0,0,0,0,0,0,奈亚拉,也许这次拉莱耶的毁灭，也是不小心得罪了哪位导致的。,-1,0,0,0,0
