演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
1114,1001,安全屋背景,奈亚拉,1,0,0,0,0,奈亚拉抱着一个盒子走来走着去，像是在思考什么。,1002,0,0
1114,1002,0,奈亚拉,0,0,0,奈亚拉（调皮）,奈亚拉,调查员你来的刚好，帮我拿一下盒子呗。,1003,0,0
1114,1003,0,0,0,奈亚拉,0,0,调查员,盒子里面不会是什么跳脸玩具吧？,1004,0,0
1114,1004,0,奈亚拉,2,0,1,奈亚拉（调皮）,奈亚拉,额哈哈.....怎么会呢，我要是骗你我不就成小丑了吗？,1005,0,0
1114,1005,0,0,0,0,0,0,调查员,..........,1006,0,0
1114,1006,0,奈亚拉,0,0,0,奈亚拉,奈亚拉,咳咳，哈哈，没事没事，你有什么事吗？,2001,0,0
1114,2001,0,0,0,0,0,0,0,关于格赫罗斯,1007,0,0
1114,2002,0,0,0,0,0,0,0,关于外面的情况,1011,0,0
1114,2003,0,0,0,0,0,0,0,关于优格,1017,0,0
1114,2004,0,0,0,0,0,0,0,没什么事情....,1024,0,0
1114,3001,0,0,0,0,0,0,0,0,-1,0,0
1114,1007,0,0,0,0,0,0,奈亚拉,你说格赫罗斯啊，没人喜欢那个一只眼。,1008,0,0
1114,1008,0,0,0,0,0,0,奈亚拉,祂释放的魔音对于古神，外神，旧日支配者都有瓦解作用。,1009,0,0
1114,1009,0,0,0,0,0,0,奈亚拉,奇怪的是，祂对于人类似乎一点影响都没有，你甚至可以直呼祂的名字。,1010,0,0
1114,1010,0,0,0,0,0,0,奈亚拉,但是你不要因为这个就觉得祂是什么好神，如果祂的本体在这里地球可就直接毁灭了。,1006,0,0
1114,1011,0,0,0,0,0,0,奈亚拉,外面啊，还是那样。,1011,0,0
1114,1012,0,0,0,0,0,0,奈亚拉,在你探索怪谈空间的几天里，我出了几次外勤。,1012,0,0
1114,1013,0,0,0,0,0,0,奈亚拉,怪谈空间偶尔出现，人们虽然害怕但是依旧过着自己的日子。,1013,0,0
1114,1014,0,0,0,0,0,0,奈亚拉,你说，要是怪谈空间出现的频率不会继续增加的话。,1014,0,0
1114,1015,0,0,0,0,0,0,奈亚拉,人会不会把怪谈空间看成车祸一样常见，然后和它共存呢？,1015,0,0
1114,1016,0,0,0,0,0,0,奈亚拉,毕竟死亡人数和造成的影响远没有全球车祸造成的死亡人数多。,1006,0,0
1114,1017,0,0,0,0,0,0,奈亚拉,优格可不是普通的修女，她以前是梵蒂冈的女神官。,1018,0,0
1114,1018,0,0,0,0,0,0,奈亚拉,据说对于天文和古占星术颇有研究，经常在图书馆占星台看一晚上星星。,1019,0,0
1114,1019,0,0,0,0,0,0,奈亚拉,结果她就和深空中的某位存在对视了，然后，就这样了。,1020,0,0
1114,1020,0,0,0,0,0,0,0,奈亚拉指了指自己的眼睛，但是她依旧用面具挡着脸。,1021,0,0
1114,1021,0,0,0,0,0,0,奈亚拉,只要她的眼睛看到什么，那位的魔音影响就会污染被注视的东西。,1022,0,0
1114,1022,0,0,0,0,0,0,奈亚拉,她导致了自己的十几个和自己一起长大的神官当场崩解，自己的老师也疯了。,1023,0,0
1114,1023,0,0,0,0,0,0,奈亚拉,从那以后她一直蒙着眼睛，睡觉也不会摘下。,1024,0,0
1114,1024,0,奈亚拉,0,0,0,奈亚拉（调皮）,奈亚拉,有空找我玩啊，来试试我新做的惊吓盒子。,-1,0,0
