演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2108,0,0,1001,山洞背景,0,0,0,0,0,0,前方出现了一个人影，这次不再是幻影，而是具有实体的人。,1002,0,0,0,0
2108,0,0,1002,0,B,2,0,0,0,B,喂！你是人吗？！救救我！,1003,0,0,0,0
2108,0,0,1003,0,0,0,0,0,0,调查员,你是B？,1004,0,0,0,0
2108,0,0,1004,0,0,0,0,0,0,B,是的，您认识我？啊我的腿....,1005,0,0,0,0
2108,0,0,1005,0,0,0,0,0,0,调查员,你的腿怎么了？怎么浑身是伤？,1006,0,0,0,0
2108,0,0,1006,0,0,0,0,0,0,B,呃..我....我刚才摔倒了。我差点以为要困死在山洞里了，还好你来了。,1007,0,0,0,0
2108,0,0,1007,0,0,0,0,0,0,B,你知道吗，这个山洞的秘密，我受伤以后通过观察研究一路上的涂鸦，壁画，岩画，知道怎么出去了。,1008,0,0,0,0
2108,0,0,1008,0,0,0,0,0,0,B,需要找到一块绿色的荧光石，它的光芒可以看到本来看不到的路，真正的出去。,1009,0,0,0,0
2108,0,0,1009,0,0,0,0,0,0,B,我知道怎么使用，只需要你去找到那块石头就行，谢谢您！,1010,0,0,0,0
2108,0,0,1010,0,0,0,0,0,0,调查员,你的朋友们去哪里了？,1011,0,0,0,0
2108,0,0,1011,0,0,0,0,0,0,B,这....他们都经历了恐怖的事情，失踪了，我不想谈论他们.......,-1,0,0,0,0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
