演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
1108,0,0,1001,黑中白,0,0,0,0,0,???,这个家伙真的没有坏掉吗？,1002,0,0,0,0
1108,0,0,1002,0,0,0,0,0,0,???,他早就醒了，现在眯着眼睛听我们说话呢。,1003,0,0,0,0
1108,0,0,1003,安全屋背景,优格,2,0,0,0,优格,醒了就起来吧，我们谈谈。,1004,0,0,0,0
1108,0,0,1004,0,莎布,3,0,0,0,0,0,1005,0,0,0,0
1108,0,0,1005,0,奈亚拉,1,0,0,0,0,0,2001,0,0,0,0
1108,0,0,2001,0,0,0,0,0,0,0,这是哪里？,1006,0,0,0,0
1108,0,0,2002,0,0,0,0,0,0,0,你们是谁？,1006,0,0,0,0
1108,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
1108,0,0,1006,0,0,0,0,0,0,奈亚拉,欢迎来到“安全屋”，欢迎新人！为了把你救回来可是费了不少劲。,1007,0,0,0,0
1108,0,0,1007,0,0,0,0,0,0,优格,我们和你一样，也是官方调查员，我们收到有关部门的消息来帮你。,1008,0,0,0,0
1108,0,0,1008,0,0,0,0,0,0,优格,你可以叫我优格，这两位是奈亚拉和莎布。,1009,0,0,0,0
1108,0,0,1009,0,0,0,0,0,0,0,你看了看优格递过来的文件，确定了她们真的是你的同事,1010,0,0,0,0
1108,0,0,1010,0,0,0,0,0,0,优格,这个安全屋是由我们所信仰的三位庇护的，来确保你不会因为上次的事情疯掉。,1011,0,0,0,0
1108,0,0,1011,0,0,0,0,0,0,优格,你进入的那个公寓实际上是一个异常空间的入口，而你的意识出现在了某个曾经的受害者身上。,1012,0,0,0,0
1108,0,0,1012,0,0,0,0,0,0,优格,全球各地出现的灾难中都出现了这种空间的痕迹，我们怀疑空间的最深层有导致所有灾难的真凶。,1013,0,0,0,0
1108,0,0,1013,0,0,0,0,0,0,优格,而你或许就是破局的关键，你在直面精神污染以后没有任何事，精神力远高于一般调查员。,1014,0,0,0,0
1108,0,0,1014,0,0,0,0,0,0,优格,虽然你刚刚恢复，但是你是最有希望走到空间最深处的人。,1015,0,0,0,0
1108,0,0,1015,0,0,0,0,0,0,优格,根据情报显示，每一个空间都会有一个空间核心，摧毁核心可以让异常空间彻底断绝现实世界的通道。,1016,0,0,0,0
1108,0,0,1016,0,0,0,0,0,0,优格,摧毁路上所有空间的核心，然后毁掉第三层也就是最底层空间的核心，世界就得救了。,1017,0,0,0,0
1108,0,0,1017,0,0,0,0,0,0,优格,你的精神力足够强大，所以你可以只通过意识进入空间，身体留在现实，大概率不会有生命危险。,1018,0,0,0,0
1108,0,0,1018,0,0,0,0,0,0,奈亚拉,放心吧新人，我们会保护你的。,1019,0,0,0,0
1108,0,0,1019,0,0,0,0,0,0,优格,你可以先熟悉一下环境，然后就可以去最表层的空间试试。,-1,0,0,0,0
