演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
1119,1001,安全屋背景,奈亚拉,2,0,1,奈亚拉（调皮）,奈亚拉,怎么，你回心转意了？要来尝尝我的菠萝炒芹菜吗？,1002,0,0
1119,1002,0,0,0,0,0,0,奈亚拉,这可是我研究了好几天专门给大家准备的哦。,1003,0,0
1119,1003,0,奈亚拉,0,0,0,奈亚拉,奈亚拉,要来尝尝菜，还是想要别的什么？,2001,0,0
1119,2001,0,0,0,0,0,0,0,关于自身的污染,1004,0,0
1119,2002,0,0,0,0,0,0,0,关于面具,1010,0,0
1119,2003,0,0,0,0,0,0,0,尝尝菠萝炒芹菜,1016,0,0
1119,2004,0,0,0,0,0,0,0,没什么事情....,1025,0,0
1119,3001,0,0,0,0,0,0,0,0,-1,0,0
1119,1004,0,0,0,0,0,0,调查员,我身上的魔音污染其实早就完全消除了吧，为什么不让我出去？,1005,0,0
1119,1005,0,0,0,0,0,0,奈亚拉,那当然，只不过你现在不是被污染的对象了，而是主动传播魔音的媒介。,1006,0,0
1119,1006,0,0,0,0,0,0,奈亚拉,你看你身上密密麻麻的神力道具和混杂信仰，一般人见到你和见到古神分身没有区别。,1007,0,0
1119,1007,0,0,0,0,0,0,调查员,所以当初帮我消除污染只是一个幌子，其实是为了让我进入怪谈空间？,1008,0,0
1119,1008,0,0,0,0,0,0,奈亚拉,你之前的污染确实消除的差不多了，但是你还没有到达最底层，算是契约没有完成。,1009,0,0
1119,1009,0,0,0,0,0,0,奈亚拉,你现在身上的污染可以随意抛弃，但之前的不行，所以我们也没骗你。,1003,0,0
1119,1010,0,0,0,0,0,0,奈亚拉,你是说这个吗，算是那位送给我的礼物。,1011,0,0
1119,1011,0,0,0,0,0,0,奈亚拉,它可以有很多表情哦。,1012,0,0
1119,1012,0,0,0,0,0,0,0,她用面具表换了许多的表情，看起来很滑稽。,1013,0,0
1119,1013,0,0,0,0,0,0,调查员,你不恨祂吗？毕竟祂......,1014,0,0
1119,1014,0,0,0,0,0,0,奈亚拉,............,1015,0,0
1119,1015,0,0,0,0,0,0,奈亚拉,还好吧，毕竟算是交易的一部分。,1003,0,0
1119,1016,0,0,0,0,0,0,调查员,什么样的精神状态让你做出菠萝炒芹菜这道菜？,1017,0,0
1119,1017,0,奈亚拉,0,0,0,奈亚拉（调皮）,奈亚拉,这有什么，我可是吃过草莓麻婆豆腐，奶茶肠粉的人。,1018,0,0
1119,1018,0,0,0,0,0,0,奈亚拉,我的菜就不一样了，主要就是为了香甜清爽的口感，至少我感觉不错，你来尝尝呗。,1019,0,0
1119,1019,0,0,0,0,0,0,调查员,依照你之前的行为，我总感觉你在耍我........,1020,0,0
1119,1020,0,0,0,0,0,0,奈亚拉,啊？你就是这么看我的吗？呜呜呜呜......,1021,0,0
1119,1021,0,0,0,0,0,0,调查员,........好吧我尝尝。,1022,0,0
1119,1022,0,0,0,0,0,0,奈亚拉,好耶！,1023,0,0
1119,1023,0,0,0,0,0,0,0,你尝了尝菠萝和芹菜的奇怪搭配，味道并没有想象中的可怕。,1024,0,0
1119,1024,0,0,0,0,0,0,0,确实是一道清爽香甜的一道菜，奈亚拉也没有搞什么幺蛾子。,1003,0,0
1119,1025,0,0,0,0,0,0,奈亚拉,拜拜喽，想吃可以随时来。,-1,0,0
