演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2105,0,0,1001,山洞背景,0,0,0,0,0,0,地上出现了几张散落的纸，通过落款得知似乎是小E写的。,1002,0,0,0,0
2105,0,0,1002,0,E,2,0,0,0,E,7月7日，A失踪以后我也开始听到老鼠的叫声了，他们都不相信我，我是不是要出事了....,1003,0,0,0,0
2105,0,0,1003,0,0,0,0,0,0,E,不，我一定要活下去，这个世界已经疯了。,1004,0,0,0,0
2105,0,0,1004,0,0,0,0,0,0,E,D那个家伙，明明是他和C害死了A，我刚才翻他包的时候看到D的食物没有丢，他在说谎。,1005,0,0,0,0
2105,0,0,1005,0,0,0,0,0,0,E,一定是他和C平时就有关系，C讨厌A，刚才还假惺惺的找A，一定是为了A的食物。,1006,0,0,0,0
2105,0,0,1006,0,0,0,0,0,0,0,一片杂乱的涂改，看不清写了什么。,1007,0,0,0,0
2105,0,0,1007,0,0,0,0,0,0,E,D出事了，他在暗河边打水的时候一声惨叫掉河里了，他被袭击了。,1008,0,0,0,0
2105,0,0,1008,0,0,0,0,0,0,E,我听到了，他根本不是B说的失足落水，那种惨叫是疼痛不是恐惧。,1009,0,0,0,0
2105,0,0,1009,0,0,0,0,0,0,E,怎么办怎么办怎么办.............,1010,0,0,0,0
2105,0,0,1010,0,0,0,E,0,0,0,剩下的就是一团黑坨坨涂改的图案，看起来压力很大。,1011,0,0,0,0
2105,0,0,1011,0,0,0,0,0,0,0,他们的处境似乎并不好，要尽快找到他们。,-1,0,0,0,0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
