演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
1100,0,0,1001,公寓街道,路人A,1,0,0,0,围观路人A,这里怎么了？怎么这么多警察？,1002,人群噪音,0,0,0
1100,0,0,1002,0,路人B,2,路人A,0,0,围观路人B,我听说是那个超级恐怖的连环杀手又犯案了，估计又要伤亡不少人。,1003,0,0,0,0
1100,0,0,1003,0,路人C,3,路人B,0,0,围观路人C,上次是山庄，上上次是学校，这次是公寓，还有安全的地方吗？,1004,0,0,0,0
1100,0,0,1005,0,0,0,路人A,0,0,0,你没有理会路人的交谈，继续朝着警戒线走去。,1006,0,0,0,0
1100,0,0,1006,0,阿尔德警长,2,0,0,0,阿尔德警长,调查员您总算是来了，我们按照紧急处理方案封锁了整个现场。,1007,0,0,0,0
1100,0,0,1007,0,0,0,0,0,0,我,谢谢，剩下的事情交给我吧，我需要先进去看看。,1008,0,0,0,0
1100,0,0,1008,0,0,0,0,0,0,阿尔德警长,等一下调查员，我知道这不是我应该问的问题。,1009,0,0,0,0
1100,0,0,1010,0,0,0,0,0,0,阿尔德警长,这已经是这个月第四起大规模失踪了，到底是谁干的。,1011,0,0,0,0
1100,0,0,1012,0,0,0,0,1,0,阿尔德警长,我们需要给公众一个交代，也需要给那些失踪同事的家属一个交代。,1013,0,0,0,0
1100,0,0,1013,0,0,0,0,0,0,我,阿尔德警长，你看到天上的星星了吗？,1014,0,0,0,0
1100,0,0,1014,0,0,0,0,0,0,我,我也不知道他们的名字，或许他们就在上面。,1015,0,0,0,0
1100,0,0,1020,0,0,0,0,0,0,我,精神点警长，天塌了还有比你更高的人先发愁。,1021,0,0,0,0
1100,0,0,1022,0,0,0,0,0,0,我,请你的警员随时待命，如果我超过两个小时没有出来，那就报告上级，炸掉这里。,1023,0,0,0,0
1100,0,0,1023,0,0,0,0,0,0,阿尔德警长,.............明白，谢谢你。,-1,0,0,0,0
