演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2502,0,0,1001,安全屋背景,优格,2,0,0,0,优格,有什么可以帮你的吗？,2001,0,0,0,0
2502,0,0,2001,0,0,0,0,0,0,0,我想看看神明遗物。(商店),0,0,0,0,0
2502,3202,1,2002,0,0,0,0,0,0,0,关于遇到达贡,0,0,0,0,2403
2502,2305,1,2003,0,0,0,0,0,0,0,关于达贡之死,0,0,0,0,2406
2502,2311,1,2004,0,0,0,0,0,0,,关于与达贡的交易,0,0,0,0,2409
2502,1112,1,2005,0,0,0,0,0,0,0,关于格赫罗斯,1002,0,0,0,0
2502,0,0,2006,0,0,0,0,0,0,0,没什么事,1007,0,0,0,0
2502,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2502,0,0,1002,0,0,0,0,0,0,优格,格赫罗斯，毁灭与灾厄之星，它的存在本身就是对宇宙的威胁。,1003,0,0,0,0
2502,0,0,1003,0,0,0,0,0,0,优格,祂拥有媲美强大外神的力量，巨型恒星一般的身体，在宇宙中四处流浪。,1004,0,0,0,0
2502,0,0,1004,0,0,0,0,0,0,优格,每到一个星系就会瓦解空间秩序，星系毁灭，生灵涂炭。,1005,0,0,0,0
2502,0,0,1005,0,0,0,0,0,0,优格,外神，旧日支配者，古神，没有神喜欢祂。,1006,0,0,0,0
2502,0,0,1006,0,0,0,0,0,0,优格,所以我对祂的出现很紧张。,1001,0,0,0,0
2502,0,0,1007,0,0,0,0,0,0,优格,愿神保佑你。,-1,0,0,0,0
