演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
1110,0,0,1001,安全屋背景,优格,2,0,0,0,优格,果然来了，想喝点什么？咖啡还是茶？,1002,0,0,0,0
1110,0,0,1002,0,0,0,0,0,0,调查员,你知道我要来？,1003,0,0,0,0
1110,0,0,1003,0,0,0,0,0,0,优格,当然，宇宙的运动看似无序，实际上大多事物都走向一个终点。,1004,0,0,0,0
1110,0,0,1004,0,0,0,0,0,0,优格,而我有幸能窥伺终点的一角，不过也仅仅是一角。,1005,0,0,0,0
1110,0,0,1005,0,0,0,0,0,0,优格,还有很多不知道的，比如你找我的目的。,2001,0,0,0,0
1110,0,0,2001,0,0,0,0,0,0,0,关于你信仰的神明,1006,0,0,0,0
1110,0,0,2002,0,0,0,0,0,0,0,关于公寓事件,1009,0,0,0,0
1110,0,0,2003,0,0,0,0,0,0,0,关于你的眼睛,1015,0,0,0,0
1110,0,0,2004,0,0,0,0,0,0,0,没什么事....,1019,0,0,0,0
1110,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
1110,0,0,1006,0,0,0,0,0,0,优格,没有人能知道祂叫什么名字，我从古老的石刻上知道祂的尊称——万物归一者。,1007,0,0,0,0
1110,0,0,1007,0,0,0,0,0,0,优格,虽然不知道他的具体权限，但是我知道地球上大部分的物理法则都是他的权限之一。,1008,0,0,0,0
1110,0,0,1008,0,0,0,0,0,0,优格,如果你想对祂表示信仰和遵从，祂大概会给你能利用法则机制的力量。,1005,0,0,0,0
1110,0,0,1009,0,0,0,0,0,0,优格,那个公寓吗，我只能表示惋惜，如果我们能早点发现的话可以挽救很多人。,1010,0,0,0,0
1110,0,0,1010,0,0,0,0,0,0,调查员,哪些消失的居民去哪里了？还有以前哪些消失的人。,1011,0,0,0,0
1110,0,0,1011,0,0,0,0,0,0,优格,被抹除了，从各个层面来说都消失了，就像是电脑文件被彻底粉碎了。,1012,0,0,0,0
1110,0,0,1012,0,0,0,0,0,0,调查员,不，至少我们都还记得那些人的名字。,1013,0,0,0,0
1110,0,0,1013,0,0,0,0,0,0,优格,也是，不过只要能帮助那三位调查清楚空间的底层，一切都会结束的。,1014,0,0,0,0
1110,0,0,1014,0,0,0,0,0,0,优格,不会有人再那样消失了。,1005,0,0,0,0
1110,0,0,1015,0,优格,0,0,0,优格（疑惑）,优格,我的眼睛？你可不能看，会疯掉的。,1016,0,0,0,0
1110,0,0,1016,0,0,0,0,0,0,优格,与其说是我们信仰祂们，不如说是我们的潜意识在信仰他们。,1017,0,0,0,0
1110,0,0,1017,0,优格,0,0,0,优格,优格,而我信仰的那位比较特殊，会通过眼睛影响现实世界。,1018,0,0,0,0
1110,0,0,1018,0,0,0,0,0,0,优格,所以自从那件事以后，我就一直蒙着眼睛了。,1005,0,0,0,0
1110,0,0,1019,0,0,0,0,0,0,优格,宇宙广袤无垠，命运翻转不熄。,1020,0,0,0,0
1110,0,0,1020,0,0,0,0,0,0,优格,祝你好运。,-1,0,0,0,0
