演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2305,0,0,1001,篝火营地,0,0,0,0,0,0,达贡巨大的身体摇晃着倒下了，鱼眼中充满了仇恨和不甘。,1002,0,0,2305,0
2305,0,0,1002,0,格赫罗斯,2,0,0,0,格赫罗斯,你还真是心狠手辣啊，这么大的家伙都敢偷袭。,1003,0,0,3202,0
2305,0,0,1003,0,0,0,0,0,0,格赫罗斯,不过干掉祂也不算是什么坏事，一个崇拜克苏鲁的疯子罢了。,2001,0,0,0,0
2305,0,0,2001,0,0,0,0,0,0,0,你怎么在这里？,1004,0,0,0,0
2305,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2305,0,0,1004,0,0,0,0,0,0,格赫罗斯,你们打架的动静那么大，我早听到了。,1005,0,0,0,0
2305,0,0,1005,0,0,0,0,0,0,格赫罗斯,我看你们打的那么热闹，也不好打扰不是。,1006,0,0,0,0
2305,0,0,1006,0,0,0,0,0,0,格赫罗斯,接下来呢？你打算怎么办？,1007,0,0,0,0
2305,0,0,1007,0,0,0,0,0,0,0,你看向了达贡毫无生气的鱼眼，下定了决心。,2002,0,0,0,0
2305,0,0,2002,0,0,0,0,0,0,0,挖下鱼眼,1008,0,0,0,0
2305,0,0,2003,0,0,0,0,0,0,0,另寻他路,1009,0,0,0,0
2305,0,0,3002,0,0,0,0,0,0,0,0,-1,0,0,0,0
2305,0,0,1008,0,0,0,0,0,0,0,一只眼球在你的手掌上看着你，不知它是否还有生命。,-1,0,0,0,0
2305,0,0,1009,0,0,0,0,0,0,格赫罗斯,咳咳，帮我解决了达贡算是我欠你一个人情。,1009,0,0,0,0
2305,0,0,1010,0,0,0,0,0,0,格赫罗斯,其实我也可能给你类似的效果，不一定非要祂的眼睛。,1010,0,0,0,0
2305,0,0,2004,0,0,0,0,0,0,0,你不该阻止我吗？,2004,0,0,0,0
2305,0,0,3003,0,0,0,0,0,0,0,0,-1,0,0,0,0
2305,0,0,1011,0,格赫罗斯,2,0,0,格赫罗斯（皱眉）,格赫罗斯,反正你也过不了第二层，我不喜欢欠别人人情。,1012,0,0,0,0
2305,0,0,1012,0,0,0,0,0,0,0,一阵光芒闪过，格赫罗斯消失不见，你感觉自己眼睛无比的舒爽。,-1,0,0,0,0
