演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
1120,1001,安全屋背景,0,0,0,0,0,0,优格望着窗外的天空，若有所思。,1002,0,0
1120,1002,0,优格,2,0,0,优格（惊讶）,优格,今天的天象很好，看来有好事发生。,1003,0,0
1120,1003,0,优格,2,0,0,优格,优格,要来点甜点吗，还是你想先聊聊天？,2001,0,0
1120,2001,0,0,0,0,0,0,0,关于宇宙,1004,0,0
1120,2002,0,0,0,0,0,0,0,关于这本书,1009,0,0
1120,2003,0,0,0,0,0,0,0,尝尝点心,1013,0,0
1120,2004,0,0,0,0,0,0,0,没什么事情....,1020,0,0
1120,3001,0,0,0,0,0,0,0,0,-1,0,0
1120,1004,0,0,0,0,0,0,优格,所有的怪谈空间，包括这个宇宙，都是一位至高无上者的梦境，我也不知道祂的名字。,1005,0,0
1120,1005,0,0,0,0,0,0,优格,外神，旧日支配者，古神，人类都只不过是祂梦境中的一环。,1006,0,0
1120,1006,0,0,0,0,0,0,优格,一旦祂真的醒来，那么一切都将归于虚无，而格赫罗斯就是想要唤醒祂的家伙。,1007,0,0
1120,1007,0,0,0,0,0,0,优格,以前我担心这些知识对你的伤害太大，但是你的能力超乎了我的想象。,1008,0,0
1120,1008,0,0,0,0,0,0,优格,这就是宇宙的真相，你相信我吗？,1003,0,0
1120,1009,0,0,0,0,0,0,优格,这本书是祂送给我的礼物，我可以通过触摸来看书。,1010,0,0
1120,1010,0,0,0,0,0,0,优格,在这上面记载了这个世界上的所有知识，只要我想了解，它就会自动呈现在书里。,1011,0,0
1120,1011,0,0,0,0,0,0,优格,这其实不算是什么好事，因为它也是我的理智锚点，我离不开它。,1012,0,0
1120,1012,0,0,0,0,0,0,优格,断掉和这本书的联系，我会直面宇宙真相的压力，我大概会疯掉吧。,1003,0,0
1120,1013,0,0,0,0,0,0,优格,这是罗马的同事送过来的点心，味道怎么样？,1014,0,0
1120,1014,0,0,0,0,0,0,调查员,香味非常浓郁，奶香味里面还有茉莉花的味道。,1015,0,0
1120,1015,0,0,0,0,0,0,优格,用的牛奶里面混合了花茶，烘烤出来非常香。,1016,0,0
1120,1016,0,0,0,0,0,0,调查员,点心还可以这么做，这算不算是“宇宙真理”的一部分呢？,1017,0,0
1120,1017,0,0,0,0,0,0,优格,也许吧，不过祂不会在乎这些事情。,1018,0,0
1120,1018,0,0,0,0,0,0,调查员,这些事情人在乎就可以了，又不是祂们吃点心。,1019,0,0
1120,1019,0,0,0,0,0,0,优格,...........（微笑）,1003,0,0
1120,1020,0,0,0,0,0,0,优格,好，那你先去忙吧。,-1,0,0
