演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2404,0,0,1001,安全屋背景,莎布,2,0,0,0,莎布,你说达贡吗？我对祂有印象。,1002,0,0,0,0
2404,0,0,1002,0,0,0,0,0,0,莎布,我曾经在一本书上看到过祂的介绍，还是优格让我看的。,1003,0,0,0,0
2404,0,0,1003,0,0,0,0,0,0,莎布,我对祂倒是没什么看法，我只是好奇。,1004,0,0,0,0
2404,0,0,1004,0,0,0,0,0,0,莎布,是祂们忠于克苏鲁，还是克苏鲁控制着祂们？,1005,0,0,0,0
2404,0,0,1005,0,0,0,0,0,0,莎布,如果我记得没错，克苏鲁和拉莱耶一起消失了。,1006,0,0,0,0
2404,0,0,1006,0,0,0,0,0,0,莎布,失去了克苏鲁，达贡和幸存的深潜者还会忠诚于克苏鲁吗？,2001,0,0,0,0
2404,0,0,2001,0,0,0,0,0,0,0,达贡似乎很忠诚。,1007,0,0,0,0
2404,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2404,0,0,1007,0,0,0,0,0,0,莎布,那可不一定，陨落的神明可没有那么容易复活。,1008,0,0,0,0
2404,0,0,1008,0,0,0,0,0,0,莎布,祂收集克苏鲁遗物的目的真的是为了复活克苏鲁吗？,1009,0,0,0,0
2404,0,0,1009,0,0,0,0,0,0,莎布,又或者是单纯的为了力量和生存收为己用。,1010,0,0,0,0
2404,0,0,1010,0,0,0,0,0,0,莎布,对于深潜者这类被意识控制的生命体，我怀疑控制者消失以后它们的忠诚度。,1011,0,0,0,0
2404,0,0,1011,0,0,0,0,0,0,莎布,但是我丝毫不怀疑生命追求延续和力量的本能。,-1,0,0,0,0
