演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2401,0,0,1001,安全屋背景,格赫罗斯,2,0,0,0,格赫罗斯,嗯？你说你遇到达贡了？,1002,0,0,0,0
2401,0,0,1002,0,0,0,0,0,0,格赫罗斯,那个家伙活下来了呀，真幸运。,2001,0,0,0,0
2401,0,0,2001,0,0,0,0,0,0,0,你知道什么吗？,1003,0,0,0,0
2401,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2401,0,0,1003,0,0,0,0,0,0,格赫罗斯,当然，拉莱耶沦陷的时候动静可不小。,1004,0,0,0,0
2401,0,0,1004,0,0,0,0,0,0,格赫罗斯,我的另一位分身发现动静以后还去过哪里，结果就失联了。,2002,0,0,0,0
2401,0,0,2002,0,0,0,0,0,0,0,发生什么事了。,1005,0,0,0,0
2401,0,0,3002,0,0,0,0,0,0,0,0,-1,0,0,0,0
2401,0,0,1005,0,0,0,0,0,0,格赫罗斯,谁知道呢，估计是来了什么厉害的家伙。,1006,0,0,0,0
2401,0,0,1006,0,0,0,0,0,0,格赫罗斯,像我这种没有什么战斗力的分身，估计在现场就被消灭了。,1007,0,0,0,0
2401,0,0,1007,0,0,0,0,0,0,格赫罗斯,我不关心是谁和谁打起来了，我只知道银河系少了一个旧日支配者。,1008,0,0,0,0
2401,0,0,1008,0,0,0,0,0,0,格赫罗斯,达贡就是一个服侍克苏鲁的小家伙，勉强也算是一个旧日支配者。,1009,0,0,0,0
2401,0,0,1009,0,0,0,0,0,0,格赫罗斯,我还以为在那种灾难里面没有什么能活下来，现在看起来那个小家伙还挺有实力。,1010,0,0,0,0
2401,0,0,1010,0,0,0,0,0,0,格赫罗斯,不过这种浑身散发混沌气息的家伙真讨厌，要是有人能把祂赶走就好了。,-1,0,0,0,0
