演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2303,0,0,1001,篝火营地,达贡,2,0,0,0,达贡,咯咯咯....有什么事吗？还是说你找到雕像了。,2001,0,0,0,0
2303,0,0,2001,0,0,0,0,0,0,0,我能有什么好处？,1002,0,0,0,0
2303,0,0,2002,0,0,0,0,0,0,0,暂时没有。,1006,0,0,0,0
2303,2308,3,2003,0,0,0,0,0,0,0,交付完整雕像,0,0,0,0,2311
2303,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2303,0,0,1002,0,0,0,0,0,0,达贡,咯咯咯...当然有，你知道你会在这个空间里遇到什么吗？,1003,0,0,0,0
2303,0,0,1003,0,0,0,0,0,0,达贡,你的双眼会被幻觉蒙骗，那些凶恶的家伙会像玩弄猎物一样把你困死在里面。,1004,0,0,0,0
2303,0,0,1004,0,0,0,0,0,0,达贡,而我的眼睛可以帮你看清楚那些幻觉。,1005,0,0,0,0
2303,0,0,1005,0,0,0,0,0,0,达贡,咯咯咯...只要你把伟大克苏鲁的雕像带给我，我就把我的一只眼睛送给你。,2003,0,0,0,0
2303,0,0,2004,0,0,0,0,0,0,0,还没找到,1006,0,0,0,0
2303,0,0,2005,0,0,0,0,0,0,0,发起攻击,0,0,0,0,2304
2303,0,0,3002,0,0,0,0,0,0,0,0,-1,0,0,0,0
2303,0,0,1006,0,0,0,0,0,0,达贡,咯咯咯....不用着急，它们就在迷宫里面。,1007,0,0,0,0
2303,0,0,1007,0,0,0,0,0,0,达贡,以及，你有兴趣了解一下我们伟大的主克苏鲁吗？,2006,0,0,0,0
2303,0,0,2006,0,0,0,0,0,0,0,有兴趣。,0,0,0,0,2306
2303,0,0,2007,0,0,0,0,0,0,0,暂时没有。,1008,0,0,0,0
2303,0,0,2008,0,0,0,0,0,0,0,聊点别的,0,0,0,0,2307
2303,0,0,3003,0,0,0,0,0,0,0,0,-1,0,0,0,0
2303,0,0,1008,0,0,0,0,0,0,达贡,咯咯咯....那祝你好运。,-1,0,0,0,0
