演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2311,0,0,1001,篝火营地,达贡,2,0,0,0,达贡,咯咯咯...是吗，这么快，非常感谢你。,1002,0,0,0,0
2311,0,0,1002,0,0,0,0,0,0,达贡,有了这些，就有复活伟大克苏鲁的希望了。,2001,0,0,0,0
2311,0,0,2001,0,0,0,0,0,0,0,你准备怎么复活？,1003,0,0,0,0
2311,0,0,2002,0,0,0,0,0,0,0,复活了会怎么样。,1006,0,0,0,0
2311,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2311,0,0,1003,0,0,0,0,0,0,达贡,咯咯咯...伟大克苏鲁并不是真正意义上的死亡，而是陨落。,1004,0,0,0,0
2311,0,0,1004,0,0,0,0,0,0,达贡,神明的陨落指的是神明从神位上消失，当然也包括彻底死亡。,1005,0,0,0,0
2311,0,0,1005,0,0,0,0,0,0,达贡,而伟大克苏鲁只是被打散了力量，只要能集齐祂的遗物，就能重新唤醒祂。,1006,0,0,0,0
2311,0,0,1006,0,0,0,0,0,0,达贡,咯咯咯...我们将重建拉莱耶，让那些叛徒和凶手付出代价。,1007,0,0,0,0
2311,0,0,1007,0,0,0,0,0,0,达贡,哪怕那些凶手强大无比，我们也要用全银河系和他们同归于尽。,2003,0,0,0,0
2311,0,0,2003,0,0,0,0,0,0,0,你是不是太激进了？,1008,0,0,0,0
2311,0,0,2004,0,0,0,0,0,0,0,好吧，但是我感觉你的主人很难复活了。,1011,0,0,0,0
2311,0,0,3002,0,0,0,0,0,0,0,0,-1,0,0,0,0
2311,0,0,1008,0,0,0,0,0,0,达贡,咯咯咯....伟大克苏鲁就是一切，祂将真正成为银河系主宰。,1009,0,0,0,0
2311,0,0,1009,0,0,0,0,0,0,达贡,如今斯诺登那群烦人的古神全陨落了，在地球上没有人能阻挡伟大克苏鲁。,1010,0,0,0,0
2311,0,0,1010,0,0,0,0,0,0,达贡,你走路的时候不会在意自己踩死了几只蚂蚁，伟大的克苏鲁也不会在意毁灭一两个星系。,1012,0,0,0,0
2311,0,0,1011,0,0,0,0,0,0,达贡,这不用你操心，就算再艰难，我也会去实现。,1012,0,0,0,0
2311,0,0,1012,0,0,0,0,0,0,达贡,现在到了双方履行承诺的时候了，把雕像碎片给我，我把眼睛给你。,2005,0,0,0,0
2311,0,0,2005,0,0,0,0,0,0,0,给雕像,1013,0,0,0,0
2311,0,0,2006,0,0,0,0,0,0,0,战斗,0,0,0,0,2304
2311,0,0,3003,0,0,0,0,0,0,0,0,-1,0,0,0,0
2311,0,0,1013,0,0,0,0,0,0,0,达贡满意的收起了雕像，伸出尖爪，将眼眶中的鱼眼扣了下来。,1014,0,0,2311,0
2311,0,0,1014,0,0,0,0,0,0,达贡,咯咯咯....这是你的回报，只需要带在身上就可以看破那些幻象。,1015,0,0,3202,0
2311,0,0,1015,0,0,0,0,0,0,达贡,是时候去下一个地方了，祝你好运人类。,-1,0,0,0,0
