演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2301,0,0,1001,山洞背景,格赫罗斯,2,0,0,格赫罗斯（皱眉）,格赫罗斯,我都劝过你了，你还往前走啊？,1002,0,0,0,0
2301,0,0,1002,0,0,0,0,0,0,格赫罗斯,啧，要是你遇到那个家伙，她大概早就把你劈了。,2001,0,0,0,0
2301,0,0,2001,0,0,0,0,0,0,0,你说的是谁？,1003,0,0,0,0
2301,0,0,2002,0,0,0,0,0,0,0,这里是哪里？,1005,0,0,0,0
2301,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2301,0,0,1003,0,0,0,0,0,0,格赫罗斯,反正不是什么好惹的家伙，我劝你不要打听。,1004,0,0,0,0
2301,0,0,1004,0,0,0,0,0,0,格赫罗斯,她是一个非常强大的家伙，如果你继续走下去肯定会遇到她。,1005,0,0,0,0
2301,0,0,1005,0,格赫罗斯,2,0,0,格赫罗斯,格赫罗斯,你要问这里是哪里的话，我也不知道这里是哪里。,1006,0,0,0,0
2301,0,0,1006,0,0,0,0,0,0,格赫罗斯,但是我发现这片空间可以连接不同的怪谈空间，实现了怪谈空间的串联。,1007,0,0,0,0
2301,0,0,1007,0,0,0,0,0,0,格赫罗斯,而且，这片空间相当危险，我的不少分身已经在这里消失了。,1008,0,0,0,0
2301,0,0,1008,0,0,0,0,0,0,格赫罗斯,要我说，不要给那些家伙卖命了，早点离开吧，我或许还能帮你。,2003,0,0,0,0
2301,0,0,2003,0,0,0,0,0,0,0,好的，请帮我离开。,1009,0,0,0,0
2301,0,0,2004,0,0,0,0,0,0,0,你为什么那么关心我？,1013,0,0,0,0
2301,0,0,3002,0,0,0,0,0,0,0,0,-1,0,0,0,0
2301,0,0,1009,0,0,0,0,0,0,格赫罗斯,那真是太好了.....啊？你真想走啊？,1010,0,0,0,0
2301,0,0,1010,0,0,0,0,0,0,,格赫罗斯瞪大双眼，露出不可思议的表情。,1011,0,0,0,0
2301,0,0,1011,0,0,0,0,0,0,格赫罗斯,呃呃呃....那个送人出去的流程非常麻烦，而且我没准备好。,1012,0,0,0,0
2301,0,0,1012,0,0,0,0,0,0,格赫罗斯,咳咳，我有事先忙，你还是可以用正常的方式返回安全屋的。,1016,0,0,0,0
2301,0,0,1013,0,格赫罗斯,2,0,0,格赫罗斯（皱眉）,格赫罗斯,蛤？我只不过是不想再看到一个笨蛋被骗着去送死。,1014,0,0,0,0
2301,0,0,1014,0,0,0,0,0,0,格赫罗斯,看着那些家伙骗人给自己做事，比我自己找不到人帮忙还难受。,1015,0,0,0,0
2301,0,0,1015,0,0,0,0,0,0,格赫罗斯,算了，人各有命，只能祝你好运了。,1016,0,0,0,0
2301,0,0,1016,0,0,0,0,0,0,格赫罗斯,如果你运气够好，也可以找到别的一些有趣的方法。,-1,0,0,0,0
