演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
1301,0,0,1001,高塔怪物,0,0,0,0,0,0,你头脑发涨，眼前不再是黑暗，而是一片血红，,1002,高塔结局BGM,0,0,0
1301,0,0,1002,0,0,0,0,0,0,0,身边传来奈亚拉三人的声音，但是已经听不清在说什么了。,1003,0,0,0,0
1301,0,0,1003,0,0,0,0,0,0,0,意识开始恍惚。哈哈这是什么？会动的爪子？吃一口.,1004,0,0,0,0
1301,0,0,1004,0,0,0,0,0,0,0,这是什么？脚上的触手，吃一口。,1005,0,0,0,0
1301,0,0,1005,0,0,0,0,0,0,0,感觉尾巴痒痒的，哈哈，什么是尾巴，吃一口.......,1006,0,0,0,0
1301,0,0,1006,0,0,0,0,0,0,0,吞噬，吞噬好快乐.......,1007,0,0,0,0
1301,0,0,1007,0,0,0,0,0,0,0,你如此想着，成为了一个真正的混沌古神。,-1,0,0,0,0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
