演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2302,0,0,1001,山洞背景,0,0,0,0,0,？？？,咯咯咯....人类？这里会有人类？,1002,0,0,2302,0
2302,0,0,1002,0,达贡,1,0,0,0,0,一个面向丑陋的鱼人从墙壁后伸出了脑袋，侧过头用一边的鱼眼盯着你。,1003,0,0,2303,0
2302,0,0,1003,0,达贡,2,0,1,0,？？？,咯咯咯....别紧张孩子，我不是来找麻烦的。,1004,0,0,0,0
2302,0,0,1004,0,0,0,0,0,0,？？？,咯咯咯...我只是好奇，没有恶意。,1005,0,0,0,0
2302,0,0,1005,0,0,0,0,0,0,0,虽然这个家伙嘴上说着没有恶意，但是冷不丁冒出来的行为还是非常可疑。,1006,0,0,0,0
2302,0,0,1006,0,0,0,0,0,0,？？？,咯咯咯....你可以叫我达贡，伟大克苏鲁的谦卑仆人，拉莱耶的管家。,2001,0,0,0,0
2302,0,0,2001,0,0,0,0,0,0,0,你在这里干什么？,1007,0,0,0,0
2302,0,0,2002,0,0,0,0,0,0,0,你是怎么来这里的？,1010,0,0,0,0
2302,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2302,0,0,1007,0,0,0,0,0,0,达贡,咯咯咯....为了复活伟大的主克苏鲁....,1008,0,0,0,0
2302,0,0,1008,0,0,0,0,0,0,达贡,让那些凶手付出代价.....,1009,0,0,0,0
2302,0,0,1009,0,0,0,0,0,0,0,达贡的眼神中露出凶光。,1010,0,0,0,0
2302,0,0,1010,0,0,0,0,0,0,达贡,咕咕咕....我们被袭击了，伟大的主克苏鲁消失了...,1011,0,0,0,0
2302,0,0,1011,0,0,0,0,0,0,达贡,拉莱耶....大战....毁灭，裂缝....这里.....,1012,0,0,0,0
2302,0,0,1012,0,0,0,0,0,0,0,达贡仿佛想起了什么痛苦的事情，说话都开始断断续续。,1013,0,0,0,0
2302,0,0,1013,0,0,0,0,0,0,达贡,咕咕咕....我逃出来以后找到了这个地方，在这里很安全，但是需要火种。,1014,0,0,0,0
2302,0,0,1014,篝火营地,0,0,达贡,0,0,0,达贡指了指地上的篝火，不知道是谁点燃的。,1015,0,0,0,0
2302,0,0,1015,0,0,0,0,0,0,0,这里是这片区域最明亮的地方，让人感到温馨安全,1016,0,0,0,0
2302,0,0,1016,0,达贡,2,0,0,0,达贡,咯咯咯...我们在找伟大克苏鲁的雕像，就在这片区域....,1017,0,0,0,0
2302,0,0,1017,0,0,0,0,0,0,达贡,如果你在附近遇到了伟大克苏鲁的雕像，请帮我们带回来。,1018,0,0,0,0
2302,0,0,1018,0,0,0,0,0,0,达贡,咯咯咯...你想去什么地方，我们可以帮你.....,1019,0,0,0,0
2302,0,0,1019,0,0,0,0,0,0,达贡,鱼眼中闪烁着妖异的光芒，不知道祂在打什么主意。,-1,0,0,0,0
,,,,,,,,,,,,,,,,
