演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
1109,0,0,1001,安全屋背景,0,0,0,0,0,0,奈亚拉背对着你，坐在桌边似乎在看什么东西。,1002,0,0,0,0
1109,0,0,1002,0,0,0,0,0,0,我,奈亚拉小姐，我们可以谈谈吗？,1003,0,0,0,0
1109,0,0,1003,0,0,0,0,0,0,0,奈亚拉依旧没有回答，你拍了拍她的肩膀。,1004,0,0,0,0
1109,0,0,1004,0,0,0,0,0,0,0,她的脑袋晃了晃，滚落在地上，定睛一看原来是一个木偶头。,1005,0,0,0,0
1109,0,0,1005,0,奈亚拉,2,0,1,奈亚拉（调皮）,奈亚拉,surprise！怎么样，我控制的木偶逼真吧！,1006,0,0,0,0
1109,0,0,1006,0,0,0,0,0,0,调查员,很真实，我差点就被吓到了——这是你的能力？,1007,0,0,0,0
1109,0,0,1007,0,奈亚拉,0,0,0,奈亚拉,奈亚拉,算是能力的一部分，话说你有什么事吗？,2001,0,0,0,0
1109,0,0,2001,0,0,0,0,0,0,0,关于你信仰的神明,1008,0,0,0,0
1109,0,0,2002,0,0,0,0,0,0,0,关于怪谈空间,1015,0,0,0,0
1109,0,0,2003,0,0,0,0,0,0,0,关于塔罗牌,1019,0,0,0,0
1109,0,0,2004,0,0,0,0,0,0,0,没什么事....,1024,0,0,0,0
1109,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
1109,0,0,1008,0,0,0,0,0,0,奈亚拉,你真的真的想知道吗？,1009,0,0,0,0
1109,0,0,1009,0,0,0,0,0,0,奈亚拉,虽然你的认知抗性比正常人厉害，但是如果听到那位的名字会疯掉的哦。,1010,0,0,0,0
1109,0,0,1010,0,0,0,0,0,0,调查员,你为什么没事？,1011,0,0,0,0
1109,0,0,1011,0,0,0,0,0,0,奈亚拉,严格来说我也不知道我信仰的那位叫什么。,1012,0,0,0,0
1109,0,0,1012,0,0,0,0,0,0,奈亚拉,但是只要我主动失去意识，你问我的潜意识，我就会说出什么不得了的词语。,1013,0,0,0,0
1109,0,0,1013,0,奈亚拉,0,0,0,奈亚拉（调皮）,奈亚拉,我只知道我信仰的那位是一个非常喜欢看乐子的家伙。,1014,0,0,0,0
1109,0,0,1014,0,0,0,0,0,0,奈亚拉,如果你想从祂哪里交换一点什么，可不能保证物有所值哦。,1007,0,0,0,0
1109,0,0,1015,0,0,0,0,0,0,奈亚拉,怪谈空间？你们就是这么叫哪些地方的？,1016,0,0,0,0
1109,0,0,1016,0,0,0,0,0,0,奈亚拉,好吧，更准确的来说，那些地方是梦境，包括我们的现实空间也是。,1017,0,0,0,0
1109,0,0,1017,0,0,0,0,0,0,奈亚拉,只不过作梦的主人梦到的东西不一样罢了。,1018,0,0,0,0
1109,0,0,1018,0,0,0,0,0,0,奈亚拉,如果要问是谁的梦有这么恐怖的影响力的话——我也不知道。,1007,0,0,0,0
1109,0,0,1019,0,0,0,0,0,0,奈亚拉,塔罗牌？什么东西让我康康？,1020,0,0,0,0
1109,0,0,1020,0,0,0,0,0,0,0,你将在关卡中获得的塔罗牌给奈亚拉，她看了许久。,1021,0,0,0,0
1109,0,0,1021,0,0,0,0,0,0,奈亚拉,这是一个容器，里面应该有一点什么东西的。,1022,0,0,0,0
1109,0,0,1022,0,0,0,0,0,0,奈亚拉,听你的意思是，在拿到塔罗牌以后更精神了，精神力明显增加。,1023,0,0,0,0
1109,0,0,1023,0,0,0,0,0,0,奈亚拉,那总归是好事，以后要是遇到了就多多收集吧。,1007,0,0,0,0
1109,0,0,1024,0,奈亚拉,0,0,1,奈亚拉（调皮）,奈亚拉,那记得多来看看我的表演。,1025,0,0,0,0
1109,0,0,1025,0,0,0,0,0,0,奈亚拉,嘻嘻，你一定要活下去呀。,-1,0,0,0,0
