演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
1116,1001,安全屋背景,0,0,0,0,0,0,莎布对着一个沙袋发起迅猛的攻击，看起来经常练习拳击。,1002,0,0
1116,1002,0,莎布,2,0,0,莎布（开心）,莎布,诶，不好意思没注意到你，我收拾一下。,1003,0,0
1116,1003,0,0,0,0,0,0,调查员,你平时经常练习拳击吗？,1004,0,0
1116,1004,0,0,0,0,0,0,莎布,还好吧，平时没事的时候总会尝试各种运动.,1005,0,0
1116,1005,0,0,0,0,0,0,莎布,因为我信仰那位的职权，我可能有点精力过剩？,1006,0,0
1116,1006,0,莎布,0,0,0,莎布,莎布,你有什么事吗，要不要和我一起锻炼锻炼？,2001,0,0
1116,2001,0,0,0,0,0,0,0,关于格赫罗斯,1007,0,0
1116,2002,0,0,0,0,0,0,0,关于古神与人类,1012,0,0
1116,2003,0,0,0,0,0,0,0,关于奈亚拉,1017,0,0
1116,2004,0,0,0,0,0,0,0,没什么事情....,1021,0,0
1116,3001,0,0,0,0,0,0,0,0,-1,0,0
1116,1007,0,0,0,0,0,0,莎布,格赫罗斯？我和祂打过架.....呃，准确来说是祂的代理人。,1008,0,0
1116,1008,0,0,0,0,0,0,莎布,祂的生命本质非常奇怪，就像是....跳脱出世界法则之外。,1009,0,0
1116,1009,0,0,0,0,0,0,莎布,我上面的那位对祂也没有什么办法，最多只能做到赶他走。,1010,0,0
1116,1010,0,0,0,0,0,0,莎布,最奇怪的是祂的部分法则在我的那位之上，被他毁灭的生命不受那位的控制。,1011,0,0
1116,1011,0,0,0,0,0,0,莎布,祂就像是这个世界的BUG一样，祂现在要制造更多的BUG了。,1006,0,0
1116,1012,0,0,0,0,0,0,莎布,古神和人类的关系就像是人类和细菌的关系，祂们大部分情况下不会理会人类。,1013,0,0
1116,1013,0,0,0,0,0,0,莎布,但是有的时候人类作为一种益生菌还是值得他们利用一下的。,1014,0,0
1116,1014,0,0,0,0,0,0,调查员,你是说人类在他们面前像是细菌一样卑微？,1015,0,0
1116,1015,0,0,0,0,0,0,莎布,可能比细菌惨，至少细菌不会因为人类的直接观测而死亡。,1016,0,0
1116,1016,0,0,0,0,0,0,莎布,而旧日支配者和外神在古神之上......,1006,0,0
1116,1017,0,0,0,0,0,0,莎布,奈亚拉？她其实是一个很坚强的人，你知道吗，她其实没有脸。,1018,0,0
1116,1018,0,0,0,0,0,0,莎布,我....没见过她以前是什么样子，但是优格说她以前是个非常漂亮的姑娘，也很爱美。,1019,0,0
1116,1019,0,0,0,0,0,0,莎布,在祂信仰的那位降临的时候，问了她一个问题。,1020,0,0
1116,1020,0,0,0,0,0,0,莎布,没人知道她说了什么，只是她成为信徒以后就没有了脸，所以一直带着面具。,1006,0,0
1116,1021,0,莎布,0,0,0,莎布（调皮）,莎布,那有时间一起玩咯。,-1,0,0
