演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2306,0,0,1001,篝火营地,达贡,2,0,0,0,达贡,在祂触须扫过的海底熔岩中啜饮过真名的余烬，知晓那超越时间刻度的恐怖轮廓...,1002,0,0,0,0
2306,0,0,1002,0,0,0,0,0,0,达贡,祂的躯体由破碎星辰的黏液构成，章鱼头冠垂落的不是触手，而是千万个被诅咒文明的哀嚎...,2001,0,0,0,0
2306,0,0,2001,0,0,0,0,0,0,0,说人话,1003,0,0,0,0
2306,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2306,0,0,1003,0,0,0,0,0,0,达贡,咯咯咯....祂是一位伟大的旧日支配者，深海遗迹拉莱耶的主人。,1004,0,0,0,0
2306,0,0,1004,0,0,0,0,0,0,达贡,祂潜伏在所有人的潜意识中，只需要梦境中的一声呢喃就可以让世界陷入疯狂。,1005,0,0,0,0
2306,0,0,1005,0,0,0,0,0,0,达贡,神的概念太孱弱，不足以承载祂褶皱皮层里蛰伏的混沌。,1006,0,0,0,0
2306,0,0,1006,0,0,0,0,0,0,达贡,即便是我也无权得知祂的来历，只知道祂带领我们走向一个又一个胜利。,1007,0,0,0,0
2306,0,0,1007,0,0,0,0,0,0,达贡,等到伟大之日的降临，祂将彻底苏醒，为所有的深潜者带来新世界。,1008,0,0,0,0
2306,0,0,1008,0,0,0,0,0,0,达贡,相信你对伟大克苏鲁很有兴趣，你想了解点什么？,2002,0,0,0,0
2306,0,0,2002,0,0,0,0,0,0,0,关于深潜者,1008,0,0,0,0
2306,0,0,2003,0,0,0,0,0,0,0,关于拉莱耶,1012,0,0,0,0
2306,0,0,2004,0,0,0,0,0,0,0,关于神明之死,1015,0,0,0,0
2306,0,0,2005,0,0,0,0,0,0,0,再见,1021,0,0,0,0
2306,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2306,0,0,1009,0,0,0,0,0,0,达贡,咯咯咯....它们都是伟大克苏鲁的侍从，生活在海中，拥有永恒的寿命。,1010,0,0,0,0
2306,0,0,1010,0,0,0,0,0,0,达贡,我们唯一的目标就是侍奉和唤醒伟大的克苏鲁，除此以外随心所欲。,1011,0,0,0,0
2306,0,0,1011,0,0,0,0,0,0,达贡,如果你愿意，我也可以让你成为永生的深潜者。,1008,0,0,0,0
2306,0,0,1012,0,0,0,0,0,0,达贡,咯咯咯....那是伟大克苏鲁的永恒宅邸，宏伟至极的水下宫殿。,1013,0,0,0,0
2306,0,0,1013,0,0,0,0,0,0,达贡,无数世纪之前，它那脱胎自黑暗群星的巨大可怖的形体就被建造出来了。,1014,0,0,0,0
2306,0,0,1014,0,0,0,0,0,0,达贡,如果它还在的话，我真想带你目睹哪些奇迹建筑。,1008,0,0,0,0
2306,0,0,1015,0,0,0,0,0,0,达贡,嗷嗷嗷.....叛徒，我们中出了叛徒，有深潜者透露了拉莱耶的位置。,1016,0,0,0,0
2306,0,0,1016,0,0,0,0,0,0,达贡,我们被袭击了，那是极致纯粹的混沌，和伟大的克苏鲁一样的混沌。,1017,0,0,0,0
2306,0,0,1017,0,0,0,0,0,0,达贡,我看不清袭击者是什么，我甚至看不懂祂的形状，他们像是一群泡泡的集合体一样。,1018,0,0,0,0
2306,0,0,1018,0,0,0,0,0,0,达贡,那是更高层级的力量，像是扫把一样扫平了拉莱耶。,1019,0,0,0,0
2306,0,0,1019,0,0,0,0,0,0,达贡,我感受不到伟大克苏鲁的低语了，但我坚信祂并没有完全陨落，而是假死。,1020,0,0,0,0
2306,0,0,1020,0,0,0,0,0,0,达贡,只要重新唤醒祂，拉莱耶就能重建，祂也将领导我们对抗哪些想要他陨落的家伙。,1008,0,0,0,0
2306,0,0,1021,0,0,0,0,0,0,达贡,咯咯咯....祝你好运，欢迎你也加入侍奉伟大克苏鲁的队伍。,-1,0,0,0,0
