演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2503,0,0,1001,安全屋背景,莎布,2,0,0,0,莎布,你要和我一起玩吗？,2001,0,0,0,0
2503,0,0,2001,0,0,0,0,0,0,0,我想看看神明遗物。(商店),0,0,0,0,0
2503,3202,1,2002,0,0,0,0,0,0,0,关于遇到达贡,0,0,0,0,2404
2503,2305,1,2003,0,0,0,0,0,0,0,关于达贡之死,0,0,0,0,2407
2503,2311,1,2004,0,0,0,0,0,0,0,关于与达贡的交易,0,0,0,0,2410
2503,1112,1,2005,0,0,0,0,0,0,0,关于格赫罗斯,1002,0,0,0,0
2503,0,0,2006,0,0,0,0,0,0,0,没什么事,1007,0,0,0,0
2503,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2503,0,0,1002,0,0,0,0,0,0,莎布,格赫罗斯？我和祂打过架.....呃，准确来说是祂的代理人。,1003,0,0,0,0
2503,0,0,1003,0,0,0,0,0,0,莎布,祂的生命本质非常奇怪，就像是....跳脱出世界法则之外。,1004,0,0,0,0
2503,0,0,1004,0,0,0,0,0,0,莎布,我上面的那位对祂也没有什么办法，最多只能做到赶他走。,1005,0,0,0,0
2503,0,0,1005,0,0,0,0,0,0,莎布,最奇怪的是祂的部分法则在我的那位之上，被祂毁灭的生命不受那位的控制。,1006,0,0,0,0
2503,0,0,1006,0,0,0,0,0,0,莎布,祂就像是这个世界的BUG一样，祂现在要制造更多的BUG了。,1001,0,0,0,0
2503,0,0,1007,0,0,0,0,0,0,莎布,那我们以后再见。,-1,0,0,0,0
