演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2104,0,0,1001,山洞背景,0,0,0,0,0,0,前方出现了一段幻影，就像是全息投影。,1002,0,0,0,0
2104,0,0,1002,0,C,1,0,0,0,C,小A，你能听到吗，你在哪里？听到我们就敲敲石头。,1003,0,0,0,0
2104,0,0,1003,0,E,3,0,0,0,E,我们不用理他，离这样的人越远越好，跟不上就算了。,1004,0,0,0,0
2104,0,0,1004,0,C,0,0,1,0,C,可，可是没有真正的证据不是吗？万一他是无辜的呢？万一他出了什么事，我们不是凶手吗？,1005,0,0,0,0
2104,0,0,1005,0,0,0,C,0,0,0,0,1006,0,0,0,0
2104,0,0,1006,0,0,0,E,0,0,0,0,1007,0,0,0,0
2104,0,0,1007,0,B,2,0,0,0,B,毕竟我们都是朋友，就算是犯了一点错也不至于让他送死不是吗。,1008,0,0,0,0
2104,0,0,1008,0,0,0,B,0,0,0,0,1009,0,0,0,0
2104,0,0,1009,0,D,2,0,0,0,D,.................,1010,0,0,0,0
2104,0,0,1010,0,0,0,D,0,0,0,0,1011,0,0,0,0
2104,0,0,1011,0,C,1,0,0,0,0,0,1012,0,0,0,0
2104,0,0,1012,0,C,2,0,0,0,C,你们看，那是什么？,1013,0,0,0,0
2104,0,0,1013,0,E,3,0,0,0,E,这，这是小A的衣服和背包，他人去哪里了？小A！你在吗！,1014,0,0,0,0
2104,0,0,1014,0,0,0,C,0,0,0,0,1015,0,0,0,0
2104,0,0,1015,0,0,0,E,0,0,0,0,1016,0,0,0,0
2104,0,0,1016,0,B,2,0,0,0,B,等一下，衣服是烂的，上面全是洞，而且.......有血。,1017,0,0,0,0
2104,0,0,1017,0,0,0,B,0,0,0,0,1018,0,0,0,0
2104,0,0,1018,0,C,1,0,0,0,C,他.......他不会是遇到什么东西了吧......,1019,0,0,0,0
2104,0,0,1019,0,0,0,C,0,0,0,0,1020,0,0,0,0
2104,0,0,1020,0,B,2,0,0,0,B,不不不，不会的，别自己吓自己，可能是刮伤或者是摔伤.......,1021,0,0,0,0
2104,0,0,1021,0,0,0,B,0,0,0,0,1022,0,0,0,0
2104,0,0,1022,0,E,2,0,0,0,E,你们.....还记不记得A说自己听到过老鼠的声音，我刚才好像也听到了，会不会是........,1023,0,0,0,0
2104,0,0,1023,0,0,0,E,0,0,0,0,1024,0,0,0,0
2104,0,0,1024,0,D,2,0,0,0,D,你是不是压力太大了，我没听见啊。,1025,0,0,0,0
2104,0,0,1025,0,0,0,D,0,0,0,0,1026,0,0,0,0
2104,0,0,1026,0,B,2,0,0,0,B,我和C也没听到.........,1027,0,0,0,0
2104,0,0,1027,0,0,0,B,0,0,0,众人沉默不言，找不到A只能继续前进。,-1,0,0,0,0
