演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2402,0,0,1001,安全屋背景,奈亚拉,2,0,0,0,奈亚拉,达贡？那个克苏鲁的狗腿子？,1002,0,0,0,0
2402,0,0,1002,0,0,0,0,0,0,奈亚拉,我还以为祂和祂主人的拉莱耶一起埋在海底了。,1003,0,0,0,0
2402,0,0,1003,0,0,0,0,0,0,奈亚拉,相信我，祂可不是什么好东西。,2001,0,0,0,0
2402,0,0,2001,0,0,0,0,0,0,0,为什么？,1004,0,0,0,0
2402,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2402,0,0,1004,0,奈亚拉,2,0,0,奈亚拉（调皮）,奈亚拉,哎呀呀，你竟然不知道，你是怎么当上调查员的？,1005,0,0,0,0
2402,0,0,1005,0,0,0,0,0,0,奈亚拉,看样子，你之前的昏迷让你丢失了不少记忆。,1006,0,0,0,0
2402,0,0,1006,0,0,0,0,0,0,奈亚拉,达贡也是一种深潜者，而深潜者是一种需要和人类繁殖才能繁衍后代的种族。,1007,0,0,0,0
2402,0,0,1007,0,0,0,0,0,0,奈亚拉,也就是说，它们是某种哥布林，要时不时上岸抓人类哦。,1008,0,0,0,0
2402,0,0,1008,0,0,0,0,0,0,奈亚拉,男女都抓！,1009,0,0,0,0
2402,0,0,1009,0,0,0,0,0,0,奈亚拉,这位调查员，你也不希望你醒来的时候发现自己被抓到哥布林巢穴了吧。,1010,0,0,0,0
2402,0,0,1010,0,0,0,0,0,0,奈亚拉,嘻嘻。,-1,0,0,0,0
