演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
2203,1001,城镇背景,0,0,0,0,0,0,前方一群人聚集在一起高谈阔论，看起来非常热闹。,1002,0,0
2203,1002,0,保城派居民丙,1,0,0,0,保城派居民丙,根据敲钟人提供的线索和古籍的记载，我判定古神无法击败，它并不是物理手段能对抗的。,1003,0,0
2203,1003,0,保城派居民丁,3,0,0,0,保城派居民丁,这.....这可怎么办，可以重新封印吗？,1004,0,0
2203,1004,0,0,0,0,0,0,保城派居民丙,很困难，记载有缺陷，但是或许可以推导出来。,2001,0,0
2203,2001,0,0,0,0,0,0,0,你们在讨论什么？,1005,0,0
2203,3001,0,0,0,0,0,0,0,0,-1,0,0
2203,1005,0,0,0,0,0,0,保城派居民丙,我们在想办法封印古神，因为任何想要伤害古神的行为不但不会对祂造成伤害......,1006,0,0
2203,1006,0,0,0,0,0,0,保城派居民丙,而且会加速古神的苏醒，城市只会更快完蛋。,1007,0,0
2203,1007,0,0,0,0,0,0,保城派居民丁,是啊，我们发现了，击败古神的主力其实是哪些外神，我们的祖先其实只是打下手。,1008,0,0
2203,1008,0,0,0,0,0,0,保城派居民丁,我们能做的只有想办法封印古神，延长城市的寿命，付出多大的代价都在所不惜。,1009,0,0
2203,1009,0,0,0,0,0,0,保城派居民丙,不过在这之前，最头疼的是那群想要干掉古神的极端派，和哪些想要信仰古神的神经病。,1010,0,0
2203,1010,0,0,0,0,0,0,保城派居民丙,封印古神虽然困难，但是并不是不可能，只要齐心协力就能做到。,1011,0,0
2203,1011,0,0,0,保城派居民丙,0,0,0,0,1012,0,0
2203,1012,0,0,0,保城派居民丁,0,0,0,想封印古神的人们继续讨论着如何用最小的代价封印古神，以及如何防范那群疯子。,-1,0,0
