演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
1104,1001,走廊,妇人,2,0,0,0,妇人,施耐德太太，不好了，我们的公寓可能进了外人。,1002,0,0
1104,1002,0,0,0,妇人,0,0,0,返回施耐德太太的房间，房间中没有施耐德太太，只留下了她的拐棍。,1003,0,0
1104,1003,0,0,0,0,0,0,0,一股寒意袭来，妇人疯狂拍打邻居的家门。,1004,0,0
1104,1004,0,妇人,1,0,1,0,妇人,史密斯太太！你们在家吗！,1005,0,0
1104,1005,0,0,0,妇人,0,0,0,没有人回答.......,1006,0,0
1104,1006,0,妇人,2,0,1,0,妇人,奥威尔先生！请开一下门，求你了！,1007,0,0
1104,1007,0,0,0,妇人,0,0,0,还是没有人回答........,1008,0,0
1104,1008,0,妇人,3,0,1,0,妇人,有人吗？什么人都好，请回答我！,1009,0,0
1104,1009,0,0,0,妇人,0,0,0,妇人的语气带上了几分哭腔，但是依旧没有人回答。,1010,0,0
1104,1010,0,妇人,2,0,0,0,妇人,是谁在那里！,1011,0,0
1104,1011,0,0,0,妇人,0,0,0,妇人突然听到翻书的声音，是从威尔斯的房间中传来的，房门半掩着。,-1,0,0
