演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
1204,1001,黑中白,0,0,0,0,0,0,眼前白光一闪，恍惚之间，似乎出现了某段记忆。,1002,0,0
1204,1002,0,0,0,0,0,0,？？？,妈妈，这是什么？,1003,0,0
1204,1003,0,0,0,0,0,0,？？？,这个是宇宙哦。,1004,0,0
1204,1004,0,0,0,0,0,0,？？？,宇宙为什么是一个大泡泡？,1005,0,0
1204,1005,0,0,0,0,0,0,？？？,这不是泡泡，这是梦的模型。,1006,0,0
1204,1006,0,0,0,0,0,0,？？？,像是这类的小气泡会无意识的扩大，直到撑破整个泡泡体系，梦境的主人就醒了。,1007,0,0
1204,1007,0,0,0,0,0,0,？？？,梦？这是谁的梦？,1008,0,0
1204,1008,0,0,0,0,0,0,？？？,这是我和你爸爸调查了十几年的家伙，一切的线索都指向了祂，但是我们也不清楚祂是什么。,1009,0,0
1204,1009,0,0,0,0,0,0,？？？,但是我们发现他似乎越来越虚弱，这个世界越来越不稳定了。,1010,0,0
1204,1010,0,0,0,0,0,0,？？？,我们已经知道了祂的名字，盲目与痴愚之神。,1011,0,0
1204,1011,0,0,0,0,0,0,？？？,阿撒托斯.......,1012,0,0
1204,1012,0,0,0,0,0,0,0,白光消失，你感觉刚才的对话曾经似乎发生过，但是又感觉很陌生。,-1,0,0
