演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
1117,1001,城镇背景,格赫罗斯,2,0,0,0,格赫罗斯,你还没有放弃吗？她们到底给你灌了什么迷魂汤？,1002,0,0
1117,1002,0,0,0,0,0,0,调查员,她们说你是现实空间里具有自主意识的“灾厄之星”。,1003,0,0
1117,1003,0,格赫罗斯,0,0,0,格赫罗斯(生气),格赫罗斯,哈？她们是这么说我的？,1004,0,0
1117,1004,0,0,0,0,0,0,格赫罗斯,明明她们才不是什么好东西，是她们在利用你。,1005,0,0
1117,1005,0,0,0,0,0,0,格赫罗斯,你好好想想，是不是你一直在帮她们做事，她们帮你什么了？,1006,0,0
1117,1006,0,0,0,0,0,0,格赫罗斯,你只不过是又一个被利用的人罢了！,1007,0,0
1117,1007,0,0,0,0,0,0,调查员,那你呢，你又为什么帮我。,1008,0,0
1117,1008,0,格赫罗斯,0,0,0,格赫罗斯,格赫罗斯,因为我不想让那三个家伙得逞，帮你就是帮我自己。,1009,0,0
1117,1009,0,0,0,0,0,0,调查员,你们之间究竟有什么矛盾？,1010,0,0
1117,1010,0,0,0,0,0,0,格赫罗斯,简单来说，她们是混沌秩序的拥护者，而我可以修正他们带来的魔音影响。,1011,0,0
1117,1011,0,0,0,0,0,0,格赫罗斯,怪谈空间是吸收混沌的容器，把地球上所有怪谈集中在这个空间，然后我来净化。,1012,0,0
1117,1012,0,0,0,0,0,0,格赫罗斯,人类一直生活在混沌主导的秩序下，现有的物理法则其实是错误的，人或许本应是永恒的。,1013,0,0
1117,1013,0,0,0,0,0,0,格赫罗斯,我和怪谈空间都代表着秩序的恢复，而他们的魔音扩张对整个宇宙都是灾难。,1014,0,0
1117,1014,0,格赫罗斯,0,0,0,格赫罗斯（皱眉）,格赫罗斯,宇宙的秩序越来越混乱了，他们在毁灭这个宇宙，或者说....取代...,1015,0,0
1117,1015,0,0,0,0,0,0,格赫罗斯,怪谈空间的底层可不是什么好地方，现在放弃还不晚。,-1,0,0
