演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
1121,1001,安全屋背景,0,0,0,0,0,0,莎布百无聊赖的摊在椅子上，一边摸着小羊，一边看着天花板发呆。,1002,0,0
1121,1002,0,莎布,2,0,0,莎布（开心）,莎布,诶？你什么时候来的，我都没注意到你。,1003,0,0
1121,1003,0,0,0,0,0,0,调查员,你的感知不应该很灵敏吗？,1004,0,0
1121,1004,0,0,0,0,0,0,莎布,因为你的气息......咳咳，没什么。,1005,0,0
1121,1005,0,莎布,0,0,0,莎布,莎布,有什么需要我帮忙的吗？,2001,0,0
1121,2001,0,0,0,0,0,0,0,关于最后一层,1006,0,0
1121,2002,0,0,0,0,0,0,0,关于小羊,1011,0,0
1121,2003,0,0,0,0,0,0,0,我们一起玩吧,1015,0,0
1121,2004,0,0,0,0,0,0,0,没什么事情....,1018,0,0
1121,3001,0,0,0,0,0,0,0,0,-1,0,0
1121,1006,0,0,0,0,0,0,调查员,我刚才看你很担心最后一层的样子，能告诉我怎么回事吗？,1007,0,0
1121,1007,0,0,0,0,0,0,莎布,因为......唉，以前也有很多人尝试进入最后一层去彻底解决怪谈空间。,1008,0,0
1121,1008,0,0,0,0,0,0,莎布,但是没有一个人成功，还有不少人就没有出来过。,1009,0,0
1121,1009,0,0,0,0,0,0,莎布,也没人能说清楚底下到底有什么，总之，很危险，我担心你也....,1010,0,0
1121,1010,0,0,0,0,0,0,莎布,算了，不说丧气话了，你可和他们不一样，你很强大。,1005,0,0
1121,1011,0,0,0,0,0,0,莎布,这只小羊是我在晨练遇到的，不知道为什么我感觉它很亲切。,1012,0,0
1121,1012,0,0,0,0,0,0,莎布,所以我就给它喂了一点吃的，然后它就跟我回家了。,1013,0,0
1121,1013,0,0,0,0,0,0,莎布,久而久之，我就把它当成宠物来养了。,1014,0,0
1121,1014,0,0,0,0,0,0,莎布,不过，不知道为什么，它一直没有长大的迹象。,1005,0,0
1121,1015,0,莎布,0,0,0,莎布（开心）,莎布,好啊好啊，我快无聊死了。陪我一起打球吧！,1012,0,0
1121,1016,0,0,0,0,0,0,0,莎布和你玩的都很开心，直到莎布的角不小心把你顶飞了。,1017,0,0
1121,1017,0,0,0,0,0,0,0,但是你毫发无损，如同钢筋铁骨，第一次你对自己的身体如此陌生。,1018,0,0
1121,1018,0,莎布,0,0,0,莎布（调皮）,莎布,那下次再见，记得来找我玩。,-1,0,0
