演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
1112,1001,山洞背景,格赫罗斯,2,0,1,0,???,诶，这里怎么有人类？,1002,0,0
1112,1002,0,格赫罗斯,0,0,0,格赫罗斯（生气）,???,等等，站住，是不是那三个人让你来的？！,1003,0,0
1112,1003,0,0,0,0,0,0,调查员,你是谁？,1004,0,0
1112,1004,0,0,0,0,0,0,格赫罗斯,我是格赫罗斯的一个分身，你可以叫我格赫罗斯。,1005,0,0
1112,1005,0,0,0,0,0,0,格赫罗斯,我从你身上闻到了难闻的味道，你是不是和那三位的信徒接触了？,1006,0,0
1112,1006,0,0,0,0,0,0,调查员,你说的是哪三个人？,1007,0,0
1112,1007,0,0,0,0,0,0,格赫罗斯,如果我说出祂们的名字你会直接疯掉，但是你肯定知道我说的是谁。,1008,0,0
1112,1008,0,0,0,0,1,0,格赫罗斯,听我一句劝，离那三个人远一点，任何神都不值得相信。,1009,0,0
1112,1009,0,0,0,0,0,0,格赫罗斯,我不知道他们对你说了什么，但是请你记住提防她们，更不要和祂们做交易。,1010,0,0
1112,1010,0,0,0,0,0,0,调查员,我为什么相信你呢？你又能为我做什么？,1011,0,0
1112,1011,0,格赫罗斯,0,0,0,格赫罗斯,格赫罗斯,...................,1012,0,0
1112,1012,0,0,0,0,0,0,格赫罗斯,好吧...你说的对，不过我的特殊能力倒是可以帮你。,1013,0,0
1112,1013,0,0,0,0,0,0,格赫罗斯,我可以帮你清除祂们在你身上留下的能力，并且恢复你的精神力。,1014,0,0
1112,1014,0,0,0,0,0,0,格赫罗斯,在这个空间最重要的就是精神力，但愿你没有出卖太多精神力。,-1,0,0
