演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
2111,1001,山洞背景,B,2,0,0,0,B,你终于回来了，我还以为你...好了，不说晦气的话。,1002,0,0
2111,1002,0,0,0,0,0,0,B,你找到那种石头了吗，给我吧，我来带你出去。,2001,0,0
2111,2001,0,0,0,0,0,0,0,不给石头,1003,0,0
2111,2002,0,0,0,0,0,0,0,给他石头,1019,0,0
2111,3001,0,0,0,0,0,0,0,0,-1,0,0
2111,1003,0,0,0,0,0,0,B,嗯？怎么了吗？为什么不给我石头？,1004,0,0
2111,1004,0,0,0,0,0,0,调查员,我不相信你，至少你要告诉我，C去哪里了？,1005,0,0
2111,1005,0,0,0,0,0,0,B,你，你怀疑我害了C？明明是她想害我们所有人。,1006,0,0
2111,1006,0,0,0,0,0,0,B,她早就知道这个山洞有问题，所以才带我们来这里玩。,1007,0,0
2111,1007,0,0,0,0,0,0,B,说实话，我很爱她，直到我听到老鼠叫声以后。,1008,0,0
2111,1008,0,B,2,0,1,0,B,我亲眼看着她，我爱的人一脸笑着走过来，脸一点一点变成老鼠的样子。,1009,0,0
2111,1009,0,0,0,0,0,0,B,你知道那是什么感觉吗，我受不了了，疯狂的跑，我身上的伤也是她的爪子抓的。,1010,0,0
2111,1010,0,0,0,0,0,0,B,我好不容易才逃了出来，然后遇到了你——这也是为什么我不想提这件事，太..太恐怖了。,1011,0,0
2111,1011,0,0,0,0,0,0,B,相信我，只要你能给我石头，我就能找到出去的路。,2003,0,0
2111,2003,0,0,0,0,0,0,0,不给石头,1012,0,0
2111,2004,0,0,0,0,0,0,0,给他石头,1019,0,0
2111,3002,0,0,0,0,0,0,0,0,-1,0,0
2111,1012,0,0,0,0,0,0,B,你，你终究不相信我吗........我....我...咳咳......,1013,0,0
2111,1013,0,0,0,0,0,0,0,他的脸色变得惨白，像是病入膏肓的老人一般。,1014,0,0
2111,1014,0,0,0,0,0,0,B,我这一生窝窝囊囊，我甚至没法对爱的人表白，就这样吧，我也活不久了。,1015,0,0
2111,1015,0,0,0,0,0,0,B,虽然你不愿意相信我，但是我还是劝告你，这里的主人并不在出口，而是在一个没有人能踏足的领域。,1016,0,0
2111,1016,0,0,0,0,0,0,B,祂从人类文明之初就存在，不要想着挑战祂的权威。,1017,0,0
2111,1017,0,0,0,0,0,0,B,祂就是这个山洞，祂..无...发...撼...动....,1018,0,0
2111,1018,0,0,0,0,0,0,0,B一边说着，身体逐渐崩溃，变成一只只老鼠四散而逃，只留下一地破破烂烂的衣服。,-1,0,0
2111,1019,0,0,0,0,0,0,B,呵呵....哈哈哈哈！,1020,0,0
2111,1020,0,0,0,0,0,0,B,拿到了，终于拿到了！我的力量，我的力量回来了。,1021,0,0
2111,1021,0,0,0,0,0,0,0,B的口中发出女性的声音，似乎是C的声音，她的身体不断扭曲变化。,1022,0,0
2111,1022,0,0,0,0,0,0,0,无数只老鼠从黑暗中冲来，逐渐聚集到C的身上，她的身躯越来越大，变成了一只肥硕的巨大老鼠。,1023,0,0
2111,1023,0,0,0,0,0,0,调查员,果然，B早就被你干掉了，我是应该叫你C还是别的什么？,1024,0,0
2111,1024,0,0,0,0,0,0,C,狂妄的人类，我才是这个空间的主人，要不是你带着奇怪的力量我才不会怕你。,1025,0,0
2111,1025,0,0,0,0,0,0,科拉佐斯,现在的我是完全体，在你死之前，我就告诉你的名字——科拉佐斯。,-1,0,0
