演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
2106,1001,山洞背景,0,0,0,0,0,0,前方出现了一段幻影，就像是全息投影。,1002,0,0
2106,1002,0,C,2,0,0,0,C,河里好像飘过来什么东西，B你看到了吗？,1003,0,0
2106,1003,0,0,0,C,0,0,0,0,1004,0,0
2106,1004,0,B,2,0,0,0,B,这，好像是D的衣服？这....怎么可能？,1005,0,0
2106,1005,0,0,0,B,0,0,0,0,1006,0,0
2106,1006,0,C,2,0,0,0,C,他.......他的衣服也被咬烂了，他不是失足掉下去的吗？怎么也会这样。,1007,0,0
2106,1007,0,0,0,C,0,0,0,0,1008,0,0
2106,1008,0,E,2,0,0,0,E,不，他不是失足掉下去的，我听到了，他被袭击了！,1009,0,0
2106,1009,0,0,0,0,0,0,E,你们还不明白吗，这个山洞有问题，我们被盯上了！,1010,0,0
2106,1010,0,E,2,0,1,0,E,我一直能听到老鼠的声音！你们也逃不掉！,1011,0,0
2106,1011,0,E,2,0,1,0,E,我要走，我要离开这里！,1012,0,0
2106,1012,0,0,0,E,0,0,0,E发疯了似得往回跑，连背包都没拿。,1013,0,0
2106,1013,0,C,1,0,0,0,0,0,1014,0,0
2106,1014,0,C,3,0,1,0,C,喂！等一下！,1015,0,0
2106,1015,0,B,1,0,0,0,B,别追了，她已经疯了，马上就快出去了，如果要找她我们也自身难保。,1016,0,0
2106,1016,0,0,0,0,0,0,0,C停了下来，擦了擦眼泪，和B一起翻找翻找E留下的背包。,1017,0,0
2106,1017,0,0,0,0,0,0,0,C背对着B，从E的一个背包里拿出一根带血的甩棍。,-1,0,0
