演出id,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string)
1111,1001,安全屋背景,莎布,2,0,0,0,0,纱布拨弄着窗台上的花盆，一只鼠妇爬上她的手指，却怎么都爬不出她的手掌。,1002,0,0
1111,1002,0,0,0,0,0,0,0,她聚精会神的看着，你也来到她身边看着她手上的鼠妇。,1003,0,0
1111,1003,0,莎布,0,0,0,莎布（开心）,莎布,你看，这个花盆就是它生活的世界，你说它知不知道这个世界上有更多的花盆呢？,1004,0,0
1111,1004,0,0,0,0,0,0,调查员,它没有这种意识，它只是靠本能活着。,1005,0,0
1111,1005,0,0,0,0,0,0,莎布,不能这么想，那你就是小看了生命。,1006,0,0
1111,1006,0,0,0,0,0,0,莎布,在哪些古神和旧日眼里人类可比不上这些鼠妇，甚至连迫害和利用人的心思都不会有。,1007,0,0
1111,1007,0,0,0,0,0,0,莎布,可是人类不依旧知道了祂们的存在吗？,1008,0,0
1111,1008,0,0,0,0,0,0,莎布,生命是我见过最顽强的东西，只要没有彻底死亡，它总会找到出路。,1009,0,0
1111,1009,0,莎布,0,0,0,莎布,莎布,你呢？找我有什么事吗？,2001,0,0
1111,2001,0,0,0,0,0,0,0,关于信仰的神明,1010,0,0
1111,2002,0,0,0,0,0,0,0,关于公寓中的记忆。,1015,0,0
1111,2003,0,0,0,0,0,0,0,你背后是？,1019,0,0
1111,2004,0,0,0,0,0,0,0,没什么事....,1023,0,0
1111,3001,0,0,0,0,0,0,0,0,-1,0,0
1111,1010,0,0,0,0,0,0,莎布,我信仰的那位吗.........我也不知道。,1011,0,0
1111,1011,0,0,0,0,0,0,莎布,我只知道在小时候，突然有一天我头上长出了角，眼睛变成了羊的眼睛。,1012,0,0
1111,1012,0,0,0,0,0,0,莎布,我在被所有人当成怪物以后就逃进了山里，每天和野兽搏斗求生。,1013,0,0
1111,1013,0,0,0,0,0,0,莎布,直到我发现自己可以听懂山羊的话，而且还可以控制动物的生老病死，包括人。,1014,0,0
1111,1014,0,0,0,0,0,0,莎布,也许，我信仰的那位给我来带的能力就是“生命”吧。,1009,0,0
1111,1015,0,0,0,0,0,0,莎布,那段记忆是怪谈空间彻底爆发前的记忆，是一种错乱空间法则下的空间留影。,1016,0,0
1111,1016,0,0,0,0,0,0,莎布,换个说法，这段记忆早就被异化了，出现这样的记忆代表着你正在被侵蚀。,1017,0,0
1111,1017,0,0,0,0,0,0,莎布,其实你从进入怪谈空间的那一刻就昏迷了，而这段记忆乘虚而入。,1018,0,0
1111,1018,0,0,0,0,0,0,莎布,所以你才会直接看到那段记忆，不过好在我们及时把你救出来了。,1009,0,0
1111,1019,0,0,0,0,0,0,莎布,你能看到它？我还以为只有我能看到它。,1020,0,0
1111,1020,0,0,0,0,0,0,莎布,它是第一个和我说话的山羊，也是一位神使。,1021,0,0
1111,1021,0,0,0,0,0,0,莎布,而我只是被选中的信仰者，所以只有他才能告诉我如何祭祀那位。,1022,0,0
1111,1022,0,0,0,0,0,0,莎布,但是它平时都不会说话，只会在我身后站着。,1009,0,0
1111,1023,0,0,0,0,0,0,0,莎布的手伸进花盆，鼠妇重新爬了进去。,1024,0,0
1111,1024,0,0,0,0,0,0,莎布,希望你能在迷宫里也找到出路。,-1,0,0
