演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2208,0,0,1001,城镇背景,0,0,0,0,0,0,你再次遇到了那个醉醺醺的敲钟人，他忧愁的看着这个城市。,1002,0,0,0,0
2208,0,0,1002,0,格里芬,2,0,0,0,格里芬,怎么样，在城市里遇到不少人吧，你觉得他们怎么样？,1003,0,0,0,0
2208,0,0,1003,0,0,0,0,0,0,调查员,观点很杂乱，什么人都有。,1004,0,0,0,0
2208,0,0,1004,0,0,0,0,0,0,格里芬,这个世界就是这样，各有各的立场，甚至他们之间还可以无限细分。,1005,0,0,0,0
2208,0,0,1005,0,0,0,0,0,0,格里芬,而且你知道吗，最恐怖的是，所有人都能在自己的立场上说出最合理，最正确的话。,1006,0,0,0,0
2208,0,0,1006,0,0,0,0,0,0,格里芬,那么问题来了，当所有人的观点都是正确的，又都相互冲突的时候，到底谁是正确的呢？,1007,0,0,0,0
2208,0,0,1007,0,0,0,0,0,0,格里芬,或者说这个时候谈论正确还有意义吗？我们是不是要彻底抛弃道德和常规来达成目的呢？,1008,0,0,0,0
2208,0,0,1008,0,0,0,0,0,0,格里芬,你知道吗，我在梦里见到的古神的时候都没有这么无力。,1009,0,0,0,0
2208,0,0,1009,0,0,0,0,0,0,格里芬,有的时候这种困境是比古神还恐怖的存在，它让人什么都做不了。,2001,0,0,0,0
2208,0,0,2001,0,0,0,0,0,0,0,想听听你的想法。,1010,0,0,0,0
2208,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2208,0,0,1010,0,0,0,0,0,0,格里芬,我吗？我没什么想法。敲钟人的作用是敲钟和调查问题，然后等意见统一后行动。,1011,0,0,0,0
2208,0,0,1011,0,0,0,0,0,0,格里芬,无论是哪一种意见取得上风，我都会执行——不过我倒是好奇你的看法。,1012,0,0,0,0
2208,0,0,1012,0,0,0,0,0,0,格里芬,你又更倾向于那一派呢？,2002,0,0,0,0
2208,0,0,2002,0,0,0,0,0,0,0,保城派,1013,0,0,0,0
2208,0,0,2003,0,0,0,0,0,0,0,信仰派,1013,0,0,0,0
2208,0,0,2004,0,0,0,0,0,0,0,无视派,1013,0,0,0,0
2208,0,0,3002,0,0,0,0,0,0,0,0,-1,0,0,0,0
2208,0,0,1013,0,0,0,0,0,0,格里芬,我相信你有你的道理，也有自己的坚持。,1014,0,0,0,0
2208,0,0,1014,0,0,0,0,0,0,格里芬,希望你在遇到这种情况的时候能坚持自己的目的......不像我一样。,1015,0,0,0,0
2208,0,0,1015,0,0,0,0,0,0,格里芬,这些就当是见面礼了，反正这个城市没救了，不如送给你。,-1,0,0,0,0
