演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2206,0,0,1001,城镇背景,0,0,0,0,0,0,前方一群人聚集在一起高谈阔论，看起来非常热闹。,1002,吵闹人群,吵闹人群,0,0
2206,0,0,1002,0,无视派居民甲,1,0,0,0,无视派居民甲,那还能怎么办呢，继续过日子呗，还能怎么办？,1003,0,0,0,0
2206,0,0,1003,0,无视派居民乙,3,0,0,0,无视派居民乙,是啊，天塌了有个子高的人顶着，我们过好自己的日子就行了。,1004,0,0,0,0
2206,0,0,1004,0,0,0,0,0,0,无视派居民乙,要是敲钟人和城主确定要干什么，我们就干什么就是了。,2001,0,0,0,0
2206,0,0,2001,0,0,0,0,0,0,0,你们在讨论什么？,1005,0,0,0,0
2206,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2206,0,0,1005,0,0,0,0,0,0,无视派居民甲,我们在聊这么好好过日子，蠢货才跟着那群人闹事。,1006,0,0,0,0
2206,0,0,1006,0,0,0,0,0,0,无视派居民甲,城市下的那个东西那么强大，做什么都没用，我们只能努力的活着。,1007,0,0,0,0
2206,0,0,1007,0,0,0,0,0,0,无视派居民乙,我们这些小居民能过好自己的日子就不错了，那还有心思在意城邦的未来。,1008,0,0,0,0
2206,0,0,1008,0,0,0,0,0,0,无视派居民乙,这些事有城主和敲钟人他们考虑，我们没必要参和。,1009,0,0,0,0
2206,0,0,1009,0,0,0,无视派居民甲,0,0,0,0,1010,0,0,0,0
2206,0,0,1010,0,0,0,无视派居民乙,0,0,0,众人继续讨论如何在特殊时期生活，逐渐没有继续和你讨论的兴趣。,-1,0,0,0,0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
