演出id,IF,count,指令代号,显示背景(string),人物出现,"人物立绘位置(默认0,左1,中2,右3)",人物消失,人物立绘效果(bool),立绘差分,对话者姓名,对话(选项)文本,特殊指令,音频播放(string),音频停止(string),赋值,GOTO 
2201,0,0,1001,城镇背景,0,0,0,0,0,0,一个醉酒的男人靠在大树上，你的直觉告诉你他和你是一类人。,1002,0,0,0,0
2201,0,0,1002,0,0,0,0,0,0,调查员,先生，醒醒，你是谁？你为什么会在这里？,1003,0,0,0,0
2201,0,0,1003,0,格里芬,2,0,0,0,？？？,呃呃....嗯？.....呃啊....你，你是谁？,1004,0,0,0,0
2201,0,0,1004,0,0,0,0,0,0,0,男人慵懒的坐起身，挠了挠头发。,1005,0,0,0,0
2201,0,0,1005,0,0,0,0,0,0,0,奇怪的是他似乎并不像现代人，身上的衣服更像是文艺复兴时期的打扮。,1006,0,0,0,0
2201,0,0,1006,0,0,0,0,0,0,？？？,你是外地来的调查员吧，你好，我是格里芬，是这个城市的敲钟人。,1007,0,0,0,0
2201,0,0,1007,0,0,0,0,0,0,格里芬,这个城市没救了，你去下一个城市吧。,2001,0,0,0,0
2201,0,0,2001,0,0,0,0,0,0,0,什么是敲钟人,1008,0,0,0,0
2201,0,0,3001,0,0,0,0,0,0,0,0,-1,0,0,0,0
2201,0,0,1008,0,0,0,0,0,0,格里芬,观察城市状态，人文，规划，疾病风险，战争风险，自然灾害抵抗力.....,1009,0,0,0,0
2201,0,0,1009,0,0,0,0,0,0,格里芬,我们需要解决可能会对城市产生威胁的东西，在危机爆发前敲响城市警钟，然后拯救城市。,1010,0,0,0,0
2201,0,0,1010,0,0,0,0,0,0,格里芬,这个城市要完蛋了，所有本地人都被诅咒了。,1011,0,0,0,0
2201,0,0,1011,0,0,0,0,0,0,格里芬,当然，对你这个外地人应该是没什么影响的。,1012,0,0,0,0
2201,0,0,1012,0,0,0,0,0,0,格里芬,就在最近，城市发生了一次地震。这很不寻常，我们从来没遇到过地震。,1013,0,0,0,0
2201,0,0,1013,0,0,0,0,0,0,格里芬,然后我通过翻阅古籍发现，我们的城市似乎建立在一个神秘且强大的东西背上。,1014,0,0,0,0
2201,0,0,1014,0,0,0,0,0,0,格里芬,那个东西被我们的先祖和强大的外神击败，封印在城市之下。,1015,0,0,0,0
2201,0,0,1015,0,0,0,0,0,0,格里芬,但是现在，它似乎要醒了，它已经出现在所有人的梦里了，就算离开也没用。,1016,0,0,0,0
2201,0,0,1016,0,0,0,0,0,0,格里芬,但是我们现在已经没有外神的帮助了，而且.....我们遇到了更麻烦的事情。,1017,0,0,0,0
2201,0,0,1017,0,0,0,0,0,0,格里芬,简单来说，我们目前有三个选择，结果都不能选择。,1018,0,0,0,0
2201,0,0,1018,0,0,0,0,0,0,格里芬,一个是团结起来尝试再次封印古神，但是我们不知道后果。,1019,0,0,0,0
2201,0,0,1019,0,0,0,0,0,0,格里芬,一个是劝说人们不要主动激怒怪物并且成为怪物的信徒，寄希望于它苏醒后放过人类。,1020,0,0,0,0
2201,0,0,1020,0,0,0,0,0,0,格里芬,最后是装作什么都不知道看着事态发展，相信后人智慧。,1021,0,0,0,0
2201,0,0,1021,0,0,0,0,0,0,调查员,为什么没有选择呢？总会有办法的吧？,1022,0,0,0,0
2201,0,0,1022,0,0,0,0,0,0,格里芬,呃....这个么，你进城调查一下就知道了，我就在等他们吵出结果.....,1023,0,0,0,0
2201,0,0,1023,0,0,0,格里芬,0,0,0,说完，他再次靠在树上，用帽子挡住脸，继续睡觉。,-1,0,0,0,0
